Bahnaric,Vietnamese,source,example_id,source_lang,target_lang
Coicaenh doiq rog gaicawx laebdaeb hoizfuk onjmaenh yiengq ndei.,促进外贸继续回稳向好。,government_work_report,385,za,zh
"Doeksaed caeuq laebndei gij cwngcwz cingouj cuzgouj, doidoengh cingouj cuzgouj gijndei.",落实和完善进出口政策，推动优进优出。,government_work_report,386,za,zh
"Gyadaih aen gvaengh cuzgouj saenqyungh baujyiemj cwgoemq, doiq cuzgouj baenzdauq sezbei yungzswh gij wnggai bauj de couh caenhliengh bauj.",扩大出口信用保险覆盖面，对成套设备出口融资应保尽保。,government_work_report,387,za,zh
"Doicaenh gij sawqdiemj fugsaeh mouyiz cauhmoq fazcanj, ndalaeb gij gihginh dazyinx fugsaeh mouyiz cauhmoq fazcanj.",推进服务贸易创新发展试点，设立服务贸易创新发展引导基金。,government_work_report,388,za,zh
Haeujcoengh fazcanj aen giyez hawciengz dajcawx mouyiz、doiq rog gaicawx gyoebhab fugsaeh.,支持市场采购贸易、外贸综合服务企业发展。,government_work_report,389,za,zh
Gyavaiq hwnqguh aen sifan gihdi doiq rog gaicawx cienjhingz swnggaep.,加快外贸转型升级示范基地建设。,government_work_report,390,za,zh
Coicaenh gyagoeng mouyiz iet coh diuz lienhcanjnieb gaep sang gaep cungdaengj、yiengq dieg Cungqgyang dieg Baihsae faen mbaek senj bae.,促进加工贸易向产业链中高端延伸、向中西部地区梯度转移。,government_work_report,391,za,zh
"Doigvangq guek caeuq guek gaicawx ""aen conghcueng dog"", saedyienh daengx guek doenggvan aen cingjdaej ndeu.",推广国际贸易“单一窗口”，实现全国通关一体化。,government_work_report,392,za,zh
"Demgya cingouj gij gisuz、sezbei senhcin caeuq gij lingzgen bugen youqgaenj de, coicaenh gaicawx doxdaengh fazcanj caeuq canjnieb ndaw guek gyavaiq swnggaep.",增加先进技术、设备和关键零部件进口，促进贸易平衡发展和国内产业加快升级。,government_work_report,393,za,zh
Haenqrengz gaijndei gij vanzging canghseng'eiq guekrog douzswh.,大力优化外商投资环境。,government_work_report,394,za,zh
"Coihdingh aen moegloeg dazyinx canghseng'eiq guekrog douzswh canjnieb, caenh'itbouh cuengqsoeng swhbwnj guekrog cinjhaeuj hangznieb fugsaeh、hangznieb ceiqcauh、hangznieb vatgvangq bae.",修订外商投资产业指导目录，进一步放宽服务业、制造业、采矿业外资准入。,government_work_report,395,za,zh
"Haeujcoengh gij giyez youz canghseng'eiq guekrog douzswh haenx youq ndaw guek goenghai fathengz gujbyau、fatcaiq, cinjhawj caeuqfaenh guekgya gohgi giva hanghmoeg.",支持外商投资企业在国内上市、发债，允许参与国家科技计划项目。,government_work_report,396,za,zh
"Youq swhciz cinjhawj、ceiqdingh biucinj、cwngzfuj dajcawx、yiengjsouh gij cwngcwz 《Cungguek Ceiqcauh 2025》 daengj fuengmienh, doengzyiengh doiqdaih gij giyez ndawguek rogguek.",在资质许可、标准制定、政府采购、享受《中国制造2025》政策等方面，对内外资企业一视同仁。,government_work_report,397,za,zh
"Deihfueng cwngfuj ndaej youq ndaw gvaengh gienzhanh fapdingh, ceiqdingh fatbouh saedhengz gij youhvei cwngcwz ciu daeuj canghseng'eiq yinx haeuj cienzngaenz.",地方政府可在法定权限范围内，制定出台招商引资优惠政策。,government_work_report,398,za,zh
"Ciuq biucinj sang suijbingz sang bae gensez 11 aen swyouz mouyiz siyengih, cienzmienh doigvangq gij gingniemh cingzsug de.",高标准高水平建设11个自贸试验区，全面推广成熟经验。,government_work_report,399,za,zh
"Dazyinx doiq rog douzswh cangqheiq gveihfan fazcanj, daezswng gij naengzlig fuengzre fungyiemj.",引导对外投资健康规范发展，提升风险防范能力。,government_work_report,400,za,zh
"Aen daihmonz Cungguek hailangh yaek yied hai yied gvangq, bietdingh yaek laebdaeb bienqbaenz giz dieg ceiq ndaej supyinx canghseng'eiq guekrog douzswh.",中国开放的大门会越开越大，必将继续成为最富吸引力的外商投资目的地。,government_work_report,401,za,zh
Doicaenh gozci mouyiz caeuq douzswh ndaej swyouz bienhleih.,推进国际贸易和投资自由化便利化。,government_work_report,402,za,zh
Ginghci cenzgiuzva hab gij gaenbonj leih'ik seiqgyaiq gak guek.,经济全球化符合世界各国的根本利益。,government_work_report,403,za,zh
"Cungguek yaek giendingh mbouj bienq bae doidoengh seiqgyaiq ginghci gapguh, henhoh aen diegvih roen goek lai mbiengj mouyiz dijci, gaenxmaenx caeuqfaenh lai mbiengj mouyiz damzbuenq.",中国将坚定不移推动全球经济合作，维护多边贸易体制主渠道地位，积极参与多边贸易谈判。,government_work_report,404,za,zh
"Dou nyienh caeuq mizgven guekgya itheij, doidoengh mbaw saw yaengdingh Cungguek - Dunghmungz Swmougih swnggaep ndaej cienzmienh seng'yauq saedhengz, caeuxdi gietsat gij damzbuenq aen gihyiz cienzmienh ginghci gapdoih gvanhaeh hezding, doicaenh Ya Dai Swmougih gensez.",我们愿与有关国家一道，推动中国－东盟自贸区升级议定书全面生效实施，早日结束区域全面经济伙伴关系协定谈判，推进亚太自贸区建设。,government_work_report,405,za,zh
Laebdaeb caeuq mizgven guekgya nem digih yaengdamz douzswh mouyiz hezding.,继续与有关国家和地区商谈投资贸易协定。,government_work_report,406,za,zh
"Cungguek dwg aen guekgya gamj rap cwzyin, itcig cungj nyinhcaen hengzguh gij wngqcingz gaenq guh'ok, yaek giengiet henhoh gij gienzik wnggai miz de.",中国是负责任的国家，作出的承诺一直认真履行，应有的权益将坚决捍卫。,government_work_report,407,za,zh
（Caet）Gyarengz baujhoh ceihleix swnghdai vanzging.,（七）加大生态环境保护治理力度。,government_work_report,408,za,zh
"Gyavaiq gaijndei swnghdai vanzging daegbied dwg hoengheiq caetliengh, dwg aen simmuengh gaenjbik vunzlai, dwg ndaej laebdaeb fazcanj iugouz baenzneix guh.",加快改善生态环境特别是空气质量，是人民群众的迫切愿望，是可持续发展的内在要求。,government_work_report,409,za,zh
"Bietdingh aeu gohyoz bae guh、goek byai giem ceih、yiemzhaenq ceihleix, roengzrengz gyau faenh gienj habgek hawj vunzlai.",必须科学施策、标本兼治、铁腕治理，努力向人民群众交出合格答卷。,government_work_report,410,za,zh
Giengiet guh ndei gij hong baujhoh mbwnlamz.,坚决打好蓝天保卫战。,government_work_report,411,za,zh
"Bineix baizcuengq wyangjvaliuz、danyangjvavuz soqliengh aeu faenbied doekdaemq 3％, dieg cungdenj naedfaenx (PM2.5 ) noengzdoh aeu doekdaemq yienhda.",今年二氧化硫、氮氧化物排放量要分别下降3%，重点地区细颗粒物（PM2.5）浓度明显下降。,government_work_report,412,za,zh
It aeu gyavaiq gaijgez aen vwndiz coemh meiz uqlah.,一要加快解决燃煤污染问题。,government_work_report,413,za,zh
"Cienzmienh saedhengz gyoebhab ceihleix meiz sanq, doicaenh dieg Baihbaek seizdoeng cinghseuq aeu raeuj, guhbaenz aeu dienh dingj meiz、aeu heiq lawh meiz 300 fanh hoh doxhwnj, cienzbouh raengcawz gij gohluz iq coemh meiz ndaw aen hawsingz didingh gaep doxhwnj bae.",全面实施散煤综合治理，推进北方地区冬季清洁取暖，完成以电代煤、以气代煤300万户以上，全部淘汰地级以上城市建成区燃煤小锅炉。,government_work_report,414,za,zh
"Gyarengz gaijcauh doengh aen dencangj coemh meiz de baenz baizcuengq gig noix caeuq mbaetyungh nwngzyenz bae, dieg Baihdoeng、dieg Cungqgyang aeu faenbied youq bineix bimoq guhbaenz, dieg Baihsae youq 2020 nienz guhbaenz.",加大燃煤电厂超低排放和节能改造力度，东中部地区要分别于今明两年完成，西部地区于2020年完成。,government_work_report,415,za,zh
"Cagaenj gaijgez gihci caeuq gisuz vwndiz, sien baujcang gij nwngzyenz cinghseuq de fatdienh hwnjvangj gonq, mizyauq gemjrwnh yiengh raemx、rumz、ndit fatdienh cuengqndwi.",抓紧解决机制和技术问题，优先保障清洁能源发电上网，有效缓解弃水、弃风、弃光状况。,government_work_report,416,za,zh
Ancienz yauq sang dwk fazcanj hwzden.,安全高效发展核电。,government_work_report,417,za,zh
Gyavaiq gyoebhab leihyungh ganjnyaq doenghgo.,加快秸秆综合利用。,government_work_report,418,za,zh
Ngeih aeu cienzmienh doicaenh ceihleix goek uqlah.,二要全面推进污染源治理。,government_work_report,419,za,zh
Guh aen hengzdoengh cienhangh ceihleix hangznieb uqlah youqgaenj.,开展重点行业污染治理专项行动。,government_work_report,420,za,zh
"Doiq sojmiz goek uqlah aen gunghyez youqgaenj saedhengz 24 siujseiz gwnz vangj gamguenj, saedbauj gamguenj caetliengh.",对所有重点工业污染源实行24小时在线监控，确保监控质量。,government_work_report,421,za,zh
"Mingzbeg doekdingh gij seizhanh aen giyez baizcuengq mbouj dabdaengz biucinj de gatsat dabdaengz biucinj, daengz geiz mbouj dabdaengz biucinj ne giengiet ciuqfap gvendingz bae.",明确排放不达标企业最后达标时限，到期不达标的坚决依法关停。,government_work_report,422,za,zh
Sam aeu gyagiengz ceihleix gij heiq rieng ci gihdungceh.,三要强化机动车尾气治理。,government_work_report,423,za,zh
"Daihdaej raengcawz cimaihenj, gyavaiq raengcawz gihdungceh gaeuq, cienhangh cingjceih gij ci gihdungceh baizcuengq lai de, gikcoi sawjyungh gij ci yungh nwngzyenz seuq.",基本淘汰黄标车，加快淘汰老旧机动车，对高排放机动车进行专项整治，鼓励使用清洁能源汽车。,government_work_report,424,za,zh
"Daezsang yenzyouz binjcaet, youq dieg youqgaenj de gyavaiq doigvangq sawjyungh cungj youz guekroek biucinj.",提高燃油品质，在重点区域加快推广使用国六标准燃油。,government_work_report,425,za,zh
Seiq aeu mizyauq wngqdoiq dienheiq uqlah youqgaenj.,四要有效应对重污染天气。,government_work_report,426,za,zh
"Gyagiengz yenzgiu gij goekgaen daihheiq uqlah caeuq mokfaenx baenzlawz cauhbaenz, lai rox gohyoz caeuq cingcinj bae wngqdoiq.",加强对大气污染的源解析和雾霾形成机理研究，提高应对的科学性和精准性。,government_work_report,427,za,zh
"Gyadaih aen gvaengh lienzhab fuengzre、gaemhanh、ceihleix dieg cungdenj, giengzvaq gij guhfap yawhgingj caeuq wngqgip.",扩大重点区域联防联控范围，强化预警和应急措施。,government_work_report,428,za,zh
Haj aeu dawzyiemz vanzging caepfap caeuq dukcaz gyaepdawz cwzyin.,五要严格环境执法和督查问责。,government_work_report,429,za,zh
"Doiq boux caeg baizcuengq、cauhgyaj de, bietdingh aeu ciuqfap fadceih; doiq boux dawzfap mbouj daeklig、soeng'yungz mbouj haed de, bietdingh aeu yiemzsuk cazdawz cwzyin; doiq hoengheiq caetliengh bienq rwix、wngqdoiq mbouj daeklig ne, bietdingh aeu yiemzyiemz cazdawz cwzyin.",对偷排、造假的，必须依法惩治；对执法不力、姑息纵容的，必须严肃追究；对空气质量恶化、应对不力的，必须严格问责。,government_work_report,430,za,zh
"Ceihleix mokfaenx bouxboux miz cwzyin, ceiq youqgaenj dwg hengzdoengh, genhciz couh ndaej guhbaenz.",治理雾霾人人有责，贵在行动、成在坚持。,government_work_report,431,za,zh
"Daengx biengz mboujduenh roengzrengz, ngoenz mbwnlamz couh itdingh ndaej bi beij bi lai.",全社会不懈努力，蓝天必定会一年比一年多起来。,government_work_report,432,za,zh
Gyagiengz fuengzceih raemx、namh uqlah.,强化水、土壤污染防治。,government_work_report,433,za,zh
Bineix vayoz yungh yangj soqliengh、anhdan baizcuengq soqliengh aeu faenbied doekdaemq 2%.,今年化学需氧量、氨氮排放量要分别下降2%。,government_work_report,434,za,zh
Ca ndei fuengzceih gij raemx uqlah cungdenj liuzyiz、fueng dieg、ndaw haij caeuq gij uqlah doenggvaq raemx cienz hawj nungzyez de.,抓好重点流域、区域、海域水污染和农业面源污染防治。,government_work_report,435,za,zh
"Ciengzsaeq cazcing namh uqlah, faenloih ceiqdingh saedhengz gij guhfap ceihleix.",开展土壤污染详查，分类制定实施治理措施。,government_work_report,436,za,zh
"Gyagiengz gyoebhab cingjceih gij vanzging singz mbanj, daiqdaeuz dizcang gij gwndaenj fuengsik saekloeg, gizgiz cungj doihengz aen cidu faenloih nyapnyaj.",加强城乡环境综合整治，倡导绿色生活方式，普遍推行垃圾分类制度。,government_work_report,437,za,zh
"Gungganq guhhung aen canjnieb mbaet nwngzyenz vanzbauj, fazcanj gij canjnieb saekloeg caiq cauhguh caeuq sinzvanz leihyungh swhyenz, sawj vanzging gaijndei caeuq ginghci fazcanj saedyienh caez ndaej ndeicawq.",培育壮大节能环保产业，发展绿色再制造和资源循环利用产业，使环境改善与经济发展实现双赢。,government_work_report,438,za,zh
Doicaenh baujhoh caeuq cauhlaeb swnghdai.,推进生态保护和建设。,government_work_report,439,za,zh
Cagaenj vehdingh caemhcaiq yiemzsouj diuz sienqhoengz baujhoh swnghdai.,抓紧划定并严守生态保护红线。,government_work_report,440,za,zh
Gaenxmaenx wngqdoiq dienheiq bienqvaq.,积极应对气候变化。,government_work_report,441,za,zh
"Hai guh gij sawqdiemj doengh aen gunghcwngz daezswng ndoengfaex caetliengh、coihfuk gij swnghdai hungnaek rangh ginghci Dahcangzgyangh、daihngeih buek baujhoh bya raemx ndoeng naz huz swnghdai, guhbaenz doiq geng ndaem faex ndaem nywj 1200 fanh moux doxhwnj, gyagiengz ceihleix dieg bienq sa bienq fwz、dieg bienq rin, cwkrom gij cienzcaiz swnghdai engq lai, cauhlaeb diuz ciengzsingz saekloeg ndaej lienzdaemh fazcanj.",启动森林质量提升、长江经济带重大生态修复、第二批山水林田湖生态保护工程试点，完成退耕还林还草1200万亩以上，加强荒漠化、石漠化治理，积累更多生态财富，构筑可持续发展的绿色长城。,government_work_report,442,za,zh
（Bet）Doicaenh gij sevei gensez aeu baujcang caeuq gaijndei beksingq gwndaenj guh cungdenj.,（八）推进以保障和改善民生为重点的社会建设。,government_work_report,443,za,zh
"Beksingq gwndaenj dwg gij saeh ceiq youqgaenj guh goengsaeh, bietdingh aeu seizseiz cuengq youq ndaw sim、gwed youq gwnz mbaq.",民生是为政之要，必须时刻放在心头、扛在肩上。,government_work_report,444,za,zh
"Seizneix, ndaw guek rog guek hingzseiq yiemzhaenq fukcab, engq aeu sien baujcang caeuq gaijndei beksingq gwndaenj gonq, gij saehsaed hab guh de aeu caenhrengz guh ndei, diuz daejsienq beksingq gwndaenj aeu giengiet soujmaenh.",在当前国内外形势严峻复杂的情况下，更要优先保障和改善民生，该办能办的实事要竭力办好，基本民生的底线要坚决兜牢。,government_work_report,445,za,zh
Daihlig coicaenh couhnieb cauhnieb.,大力促进就业创业。,government_work_report,446,za,zh
"Laebndei couhnieb cwngcwz, gyarengz bae beizyin couhnieb, gyagiengz haeujcoengh lingzvued couhnieb、couhnieb yienghmoq.",完善就业政策，加大就业培训力度，加强对灵活就业、新就业形态的支持。,government_work_report,447,za,zh
"Bineix gauhyau bizyezswngh 795 fanh vunz, dwg gwnz lizsij bi ceiq lai, aeu saedhengz ndei aen giva coicaenh couhnieb、dazyinx cauhnieb、caengzdaej cingzsug daengj, coicaenh lai diuz miengloh couhnieb cauhnieb.",今年高校毕业生795万人，再创历史新高，要实施好就业促进、创业引领、基层成长等计划，促进多渠道就业创业。,government_work_report,448,za,zh
"Doeksaed caeuq laebndei cwngcwz, cietsaed guhndei gij hong anceiq bouxbing doiqok doihbing.",落实和完善政策，切实做好退役军人安置工作。,government_work_report,449,za,zh
"Gyarengz bangcoengh couhnieb, fuzrex gij vunz hojnanz hawsingz、gij vunz ndangcanz couhnieb, saedbauj aen gyadingz fouz vunz couhnieb de ceiqnoix miz boux ndeu couhnieb onjdingh.",加大就业援助力度，扶持城镇困难人员、残疾人就业，确保零就业家庭至少有一人稳定就业。,government_work_report,450,za,zh
"Raeuz bietdingh aeu dawzmaenh couhnieb aen goek beksingq gwndaenj neix, hawj gyoengqvunz youq ndaw guhhong cauh ok cienzcaiz, youq ndaw haenqguh saedyienh gyaciz seiqvunz.",我们必须牢牢抓住就业这一民生之本，让人们在劳动中创造财富，在奋斗中实现人生价值。,government_work_report,451,za,zh
Banh ndei gij gyauyuz goengbingz caetliengh ndei de.,办好公平优质教育。,government_work_report,452,za,zh
"Doengjit gij cwngcwz hawsingz lajmbanj mboengq yivu gyauyuz hagseng ""song mienx it bouj"", gyavaiq hawj yivu gyauyuz goenggungh fugsaeh cwgoemq daengz gyoengq vunz ciengzseiz youq hawsingz, laebdaeb gaijndei gij banhhag diuzgen hagdangz mbangnyieg, hawj gij gyauyuz swhyenz caetliengh ndei haenx guenj ndaej engq gvangq, mboujduenh sukiq singz mbanj、gak dieg、gak hagdangz banhhag cengca.",统一城乡义务教育学生“两免一补”政策，加快实现城镇义务教育公共服务常住人口全覆盖，持续改善薄弱学校办学条件，扩大优质教育资源覆盖面，不断缩小城乡、区域、校际办学差距。,government_work_report,453,za,zh
Laebdaeb gyahung gij gveihmoz cungdenj gauhyau yiengq dieg gungzhoj lajmbanj ciu hagseng.,继续扩大重点高校面向贫困地区农村招生规模。,government_work_report,454,za,zh
Daezsang gij biucinj cienzngaenz guekgya bangbouj bozsw yenzgiuswngh.,提高博士研究生国家助学金补助标准。,government_work_report,455,za,zh
Doicaenh hwnqguh gij daihhag caeuq yozgoh baiz youq gwnz seiqgyaiq baiz daih'it de.,推进世界一流大学和一流学科建设。,government_work_report,456,za,zh
Laebdaeb doidoengh bouhfaenh bwnjgoh gauhyau cienjbienq baenz wngqyungh loihhingz.,继续推动部分本科高校向应用型转变。,government_work_report,457,za,zh
Gyalaeg gij sawqdiemj gauhgauj gyoebhab gaijgwz.,深化高考综合改革试点。,government_work_report,458,za,zh
"Gyavaiq fazcanj gij cizyez gyauyuz ciuhneix, gyagiengz minzcuz gyauyuz, banh ndei gij gyauyuz daegbied、gij gyauyuz lienzdaemh、gij gyauyuz couh yaek haeuj hagdangz doegsaw caeuq gij gyauyuz bouxgeq.",加快发展现代职业教育，加强民族教育，办好特殊教育、继续教育、学前教育和老年教育。,government_work_report,459,za,zh
Haeujcoengh caeuq gveihfan minzbanh gyauyuz fazcanj.,支持和规范民办教育发展。,government_work_report,460,za,zh
Gyagiengz laebndei aendoih lauxsae.,加强教师队伍建设。,government_work_report,461,za,zh
Ceiqdingh saedhengz 《Cungguek Gyauyuz Yendaiva 2030》.,制定实施《中国教育现代化2030》。,government_work_report,462,za,zh
"Raeuz aeu fazcanj gij gyauyuz yinzminz habhoz de, aeu gyauyuz yendaiva dingjcengj guekgya yendaiva, hawj engq lai lwgnyez saedyienh siengjmuengh, engq lai gyadingz saedyienh maqmuengh.",我们要发展人民满意的教育，以教育现代化支撑国家现代化，使更多孩子成就梦想、更多家庭实现希望。,government_work_report,463,za,zh
Doicaenh gensez aen Cungguek cangqvuengh de.,推进健康中国建设。,government_work_report,464,za,zh
"Hawsingz lajmbanj gihminz yihbauj caizcwng bangbouj youz moix boux moix bi 420 maenz daezsang daengz 450 maenz, doengzyamq daezsang gij biucinj gak boux gyau cienz, gyahung aen gvaengh baujcang yunghyw.",城乡居民医保财政补助由每人每年420元提高到450元，同步提高个人缴费标准，扩大用药保障范围。,government_work_report,465,za,zh
"Youq daengx guek doicaenh yihbauj saenqsik lienzvangj, saedyienh gij cienz youq dieg wnq louzyouq yihyen yw bingh ndaej cigsoh gietsuenq.",在全国推进医保信息联网，实现异地就医住院费用直接结算。,government_work_report,466,za,zh
"Laebndei aen cidu baujyiemj bingh hung, daezsang gij suijbingz baujcang.",完善大病保险制度，提高保障水平。,government_work_report,467,za,zh
"Cienzmienh haiguh gij sawqdiemj hwnqguh aen yihliuz lienzhabdaej lai yiengh hingzsik, sam gaep goenglaeb yihyen, aeu cienzbouh camgya caemhcaiq ndaej guh dazyinx dem, laebhwnj gij gihci bingzgyaq gaujhaed caeuq gikcoi yihliuz swhyenz caetliengh ndei gwnzlaj doxdoeng, daezswng gij fugsaeh naengzlig caengzdaej, fuengbienh cungqvunz youq gizgyawj yw bingh.",全面启动多种形式的医疗联合体建设试点，三级公立医院要全部参与并发挥引领作用，建立促进优质医疗资源上下贯通的考核和激励机制，增强基层服务能力，方便群众就近就医。,government_work_report,468,za,zh
Hawj giz sawqhengz faen gaep yawj bingh yw bingh caeuq gyadingz ciem fugsaeh habdoengz gyahung daengz 85％ doxhwnj di si.,分级诊疗试点和家庭签约服务扩大到85%以上地市。,government_work_report,469,za,zh
"Guhndei coicaenh ndangcangq, laebdaeb daezsang gij biucinj cienz bangbouj gihbwnj goenggungh veiswngh fugsaeh, gyagiengz laebhwnj aen dijhi yawhfuengz bingh caeuq aen dijhi gaemhanh binghmenhsingq.",做好健康促进，继续提高基本公共卫生服务经费补助标准，加强疾病预防体系和慢性病防控体系建设。,government_work_report,470,za,zh
Gibseiz goenghai ronghcingx mizyauq bae wngqdoiq goenggungh veiswngh saehgienh.,及时公开透明有效应对公共卫生事件。,government_work_report,471,za,zh
Baujhoh caeuq diuhdoengh gij cizgizsing boux guh hongsaeh ywbingh.,保护和调动医务人员积极性。,government_work_report,472,za,zh
Laebhwnj gij gvanhaeh canghyw caeuq bouxbingh huzndei.,构建和谐医患关系。,government_work_report,473,za,zh
"Hab'wngq saedhengz gij cwngcwz cienzmienh hawj seng song boux lwg, gyagiengz seng lwg yihliuz baujgen fugsaeh.",适应实施全面两孩政策，加强生育医疗保健服务。,government_work_report,474,za,zh
Ciuqfap haeujcoengh yw cunghyih saehnieb fazcanj.,依法支持中医药事业发展。,government_work_report,475,za,zh
"Gijgwn gijyw ancienz gvendaengz yinzminz ndangcangq, bietdingh aeu guenj ndaej yiemz youh yiemz.",食品药品安全事关人民健康，必须管得严而又严。,government_work_report,476,za,zh
"Aeu laebndei gij dijci gihci gamguenj, cungsaed gij ligliengh caengzdaej gamguenj, dwksaed gij cwzyin gak fueng, genhciz gamhaed gizgoek、swnghcanj gamguenj caez yawjnaek、fap naek ceih luenh, giengiet dawzndei moix aen gvan cungqvunz yinzminz gwn ndoet yunghyw ancienz.",要完善监管体制机制，充实基层监管力量，夯实各方责任，坚持源头控制、产管并重、重典治乱，坚决把好人民群众饮食用药安全的每一道关口。,government_work_report,477,za,zh
San maed cug maenh aen muengx baujcang beksingq gwndaenj.,织密扎牢民生保障网。,government_work_report,478,za,zh
"Laebdaeb daezsang gij biucinj cienz gihbwnj ciengxlaux boux duiyouh, saedbauj ciuqseiz fat hawj gaeuq soq.",继续提高退休人员基本养老金，确保按时足额发放。,government_work_report,479,za,zh
"Yamqmaenh bae daezsang gij biucinj youhfuj、sevei gouqbang, saedhengz ndei gij cidu laemzseiz gouqbang.",稳步提高优抚、社会救助标准，实施好临时救助制度。,government_work_report,480,za,zh
"Diuzcingj laebndei gihci bangbouj gij gwndaenj boux deng diencai mbwn haih, cienzbouh coih ndei hwnq baenz gij ranz beksingq bi'gvaq mwh cai raemxrongz deng vaih deng doemq de.",调整完善自然灾害生活补助机制，全部完成去年洪涝灾害中倒损民房的恢复重建。,government_work_report,481,za,zh
Lai gyaezhoh gyoengq lwgnyez ce youq ndaw ranz lajmbanj caeuq hawj gyoengq lwgnyez ranz gungzhoj hawsingz lajmbanj miz baujcang.,加强农村留守儿童关爱保护和城乡困境儿童保障。,government_work_report,482,za,zh
Gvansim bangcoengh ginhsuz lezsuz caeuq bouxgeq godog.,关心帮助军烈属和孤寡老人。,government_work_report,483,za,zh
"Cienzmienh doeksaed gij cidu ""song hangh boujdiep"" bouxndangcanz.",全面落实残疾人“两项补贴”制度。,government_work_report,484,za,zh
"Yienh gaep cwngfuj aeu laebhwnj gij gihci hezdiuz baujcang gihbwnj gwndaenj, caensaed guh ndei gij hong dakdaej, hawj gij cungqvunz gungzhoj ndawsim raeujrub、gwndaenj miz maqmuengh.",县级政府要建立基本生活保障协调机制，切实做好托底工作，使困难群众心里有温暖、生活有奔头。,government_work_report,485,za,zh
"Gyoebhab yungh faplwd、hingzcwng、ginghci daengj soujduenh, itcig mbouj dingz bae gaijgez ndei gij vwndiz niengqyiemq cienzhong nungzminzgungh, baenzbaenz cungj mbouj cinjhawj gyoengqde sinhoj guhhong cix mbouj ndaej gij hoizbauq wnggai miz de.",综合运用法律、行政、经济等手段，锲而不舍解决好农民工工资拖欠问题，决不允许他们的辛勤付出得不到应有回报。,government_work_report,486,za,zh
Fazcanj vwnzva saehnieb caeuq vwnzva canjnieb.,发展文化事业和文化产业。,government_work_report,487,za,zh
"Gyagiengz gensez sevei cujyi cingsaenz vwnzmingz, genhciz yungh aen siengjmuengh Cungguek caeuq cungj haedsim gyacizgvanh sevei cujyi bae gietcomz gij yawjfap doxdoengz、gyonjcomz ligliengh, giendingh gagsaenq vwnzva bonjfaenh.",加强社会主义精神文明建设，坚持用中国梦和社会主义核心价值观凝聚共识、汇聚力量，坚定文化自信。,government_work_report,488,za,zh
"Gaujhoengh fazcanj cezyoz sevei gohyoz caeuq vwnzyoz yisuz dajcauh, fazcanj doengh gij saehnieb sinhvwnz okbanj、gvangjbo yingjsi、dangjanq daengj.",繁荣发展哲学社会科学和文学艺术创作，发展新闻出版、广播影视、档案等事业。,government_work_report,489,za,zh
Gensez aencang dungxcaiz yienghmoq miz Cungguek daegsaek.,建设中国特色新型智库。,government_work_report,490,za,zh
"Hengzguh aen gunghcwngz cienzswnj fazcanj Cunghvaz cienzdoengj vwnzva ndei, gyagiengz baujhoh leihyungh vwnzvuz caeuq gij vwnzva yizcanj mbouj dwg vuzciz.",实施中华优秀传统文化传承发展工程，加强文物和非物质文化遗产保护利用。,government_work_report,491,za,zh
"Lai roengzrengz doidoengh bouxboux doegsaw, gyagiengz bujgiz gohyoz.",大力推动全民阅读，加强科学普及。,government_work_report,492,za,zh
Daezsang gihbwnj goenggungh vwnzva fugsaeh doxbingz cingzdoh.,提高基本公共文化服务均等化水平。,government_work_report,493,za,zh
"Gyavaiq gungganq vwnzva canjnieb, gyagiengz gamguenj vwnzva hawciengz, sawj vangjloz vanzging bienq seuq bae.",加快培育文化产业，加强文化市场监管，净化网络环境。,government_work_report,494,za,zh
"Gyalaeg Cungguek guekrog yinzvwnz gyaulouz, doidoengh gij vwnzva Cunghvaz byaij okbae.",深化中外人文交流，推动中华文化走出去。,government_work_report,495,za,zh
"Guh ndei gij hong couzbanh aen Auyinvei seizdoeng、Bouxndangcanz Auyinvei seizdoeng, doengjit couzveh cungqvunz dijyuz、dijyuz doxdax、canjnieb dijyuz fazcanj, gvangqlangh guh bouxboux lienhndang, hawj engq lai vunz yiengjsouh yindung sim sangj ndang soeng、ndangdaej cangqcwt.",做好冬奥会、冬残奥会筹办工作，统筹群众体育、竞技体育、体育产业发展，广泛开展全民健身，使更多人享受运动快乐、拥有健康体魄。,government_work_report,496,za,zh
"Yinzminz ndangdaej simleix cangqheiq、simvuen baenaj, guekgya haengjdingh gig miz rengzhoengh.",人民身心健康、乐观向上，国家必将充满生机活力。,government_work_report,497,za,zh
Doidoengh cauhmoq ndawbiengz ceihleix.,推动社会治理创新。,government_work_report,498,za,zh
"Laebndei gij cidu caengzdaej cungqvunz gagguenj, gyagiengz ceihleix segih hawsingz lajmbanj.",健全基层群众自治制度，加强城乡社区治理。,government_work_report,499,za,zh
Cungfaen fazveih gij cozyung gunghvei、gungcinghdonz、fulenz daengj aen cujciz cungqvunz.,充分发挥工会、共青团、妇联等群团组织作用。,government_work_report,500,za,zh
"Gaijgwz laebndei gij cidu guenjleix sevei cujciz, ciuqfap doicaenh gij saehnieb goeng'ik caeuq swzsienh cangqheiq fazcanj, coicaenh fazcanj ciennieb sevei gunghcoz、gagnyienh fugsaeh.",改革完善社会组织管理制度，依法推进公益和慈善事业健康发展，促进专业社会工作、志愿服务发展。,government_work_report,501,za,zh
Cietsaed baujcang gij gienzik habfap mehmbwk、lwgnyez、bouxgeq、bouxndangcanz.,切实保障妇女、儿童、老人、残疾人合法权益。,government_work_report,502,za,zh
