Bahnaric,Vietnamese
"Jơhngơ̆m inh huŏng đĭ lăm ih boih, ơ mŏ adruh inh, ŭnh om inh, Đơ̆ng lăp ih gơ'mreh măt lăng tơ inh hăm đơ̆ng inh 'bôh ih 'băk hơnam gĭt, na jơhngơ̆m inh huŏng đĭ lăm ih Ô 'ngam dêh tơdrong hơyuh.","Này em gái của anh, người yêu anh sắp cưới, trái tim anh, em đã chiếm mất rồi! Mắt em, chỉ một liếc nhìn thôi, cổ em, chỉ một vòng kiềng trang điểm, đã đủ chiếm trọn vẹn trái tim anh."
"Jơhngơ̆m inh hơwơ̆l hơwang, pơm kơ inh hli tơrơ dêh, hơdah pơgê hrôih mă inh 'maih wă đĭ tơplih jing tơdrong inh hli tơtơ̆ kơ.","Lòng tôi dao động, nỗi kinh hãi khiến tôi bàng hoàng. Cảnh chiều tà xưa tôi ưa thích nay trở thành mối lo sợ cho tôi."
Jơhngơ̆m inh nhen thoi. Sik hơmu blôk ưh kơ đei trong lĕch. Wă jê̆ pơchah thoi kơdŭng sik 'nao.,"Phải, lòng dạ tôi như rượu ứ đầy, làm nứt vỡ các bầu da mới."
"Jơhngơ̆m inh pơchah yua kơ 'mêm mơnat kơ kon pơlei inh pơmat. Inh nhơ̆m sơ'ngon, lăm jơhngơ̆m inh pă sŭk boih.","Vì nỗi đau của con gái dân tôi nên lòng tôi đau đớn. Tôi than thở âu sầu, và nỗi kinh hoàng bám chặt lấy tôi."
"Jơhngơ̆m inh đei pơhlŭ hơgơ̆m, păng 'bơ̆r inh chŭm chro ti inh rôp kơkuh pơyom,.",mà lặng lẽ để cho lòng bị lôi cuốn và đưa tay lên miệng mà hôn?
"Jơhngơ̆m inh ưh kơ hiôk ôh chang lăng 'nhŏng. Tĭt đơ̆ng năm ba kơthơ tơ iĕm ki ưh kơ jah brŏk tơ inh. Inh pă kĕ gô sư boih 'maih dah kơtơ̆ng tơdrong iĕm thoi yơ, na inh achăng lê̆ 'nhŏng oh bơngai lui. Pơlei. Trôs năm hơloh hloi tơ dêh. Masêđôn.","nhưng tôi vẫn không yên lòng, vì không gặp. Ti-tô, người anh em của tôi. Tôi từ giã những người ở đó để đi. Ma-kê-đô-ni-a."
Jơhngơ̆m kon bơngai hơlĕnh pơdăr hloh kơ đĭ-đăng păng kơnê̆ răm tơpă; Bu kĕ băt jơhngơ̆m kon bơngai?,Lòng người ta thật dối trá hơn mọi vật. Vô phương cứu chữa! Ai có thể biết được lòng dạ loài người?
Jơhngơ̆m lu bơngai ưh kơ lui răk mong tơdrong hil blĕk. Kră. Yang phak lu sư. Kŭm oei ưh kơ krao apinh dŏng pơklaih.,"Những kẻ gian ác lòng đầy giận dữ, có bị xiềng xích, cũng chẳng kêu cầu. Người,"
"Jơhngơ̆m pran lu iĕm gô hiong tơdrong kơ đei, teh đak ưh pă đei chăt lu hla 'nhot, tơm 'long lăm char lu iĕm kư̆m ưh pă đei plei sa.","năng-lực mình hao-mòn vô-ích, đất không sanh-sản huê-lợi, cây-cối không kết bông-trái."
Jơhngờm bơngai gơh hoỉgei oei chá to’drong hlôh wao. . Mă-lei ’bờr lu boYigaì kừ kà chă luăn sa totìrong bơiùk.,Lòng người thông-sáng tlm-kiếm sự tri-thức; . Còn miệng kẻ ngu-muội nuôi lấy mình bằng sự điên-cuồng.
"Jơhngờm bơngai gơh hơgeĩ đeĩ bơtho kơ ’bởr sư,. Păng pơthim 'bỡr nỡr pơma đe lui.","Lòng người khôn-ngoan dạy-dổ miệng mình,. Và thêm sự học-thức nơi môi của mình."
"Jơhngờm bờn đẽch băt jì kơ tơdrong yoch kơdih akâu,'Nâu ưh kơ đei bu gơhrklah asong tơdrong chơt hiôk kơ bỡn.",Lòng nhìn-biết sự cay-đáng cùa lòng; . Một người ngoại không chia vui với nó được.
Jơhngờm pơtao lăm ti. Kră. Yang. JL thoi dak gỉung ro; sư ăn ro tơ yơ mctag kơ sư wă.,Lòng của vua ở trong tay « Ẫ Đức. Giê-hô-va khác nào dòng nước chảy; . Ngài làm nghiêng-lệch nó bề nào tùy ý. Ngài muốn.
Jơhngờm ’nă hal thar bôh muh màt chơi hiôk. . Mă-lei đei jơhngờm stfngon pơm ưăp kơ iohngởm đon.,Lòng khoái-lạc làm cho mặt mày vui-vê; . Nhưng tại lòng buồn-bã trí bèn bị nao-sờn.
Jơhngởm' bơngai hơgei đei iõk đon hlôh wao; Đon bơngai hơgei oei chă tơdrong băt hlòh.,Lòng người khôn-khéo được sự ưi-thức; . Và tai người khôn-ngọan tlm-kiếm sự hieu-biếL
"Jơhngỡm. Sichem hưch kơ Đina, sư pơlung pơhlũ dang đak sut đak kơdrot pơma hăm adruh noh.","Rồi lòng cậu quyến luyến Ði-na, con gái ông. Gia-cóp; cậu yêu cô gái và âu yếm dỗ dành cô."
Jơhngỡm hơlẽnh gô to^bẽnh blẽk thoi sư pơm; . Mă-lei bơngai ‘lỡng đỡng jỡng ti kơdih đei apah kiỡ trong sư.,Lòng kẻ nào lìa xa Đức. Chúa. Trời sê được no-nê sự kết-quâ của mình; . Còn người lành nhờ chính mình mà được thỏa nguyên.
Jơhngỡm hơđờng kẽ chờn đờng jĩ jăn; . Mă-lei tơdah đei hiong tơdrong hơmẽng liơkẽ chờn.,"Tâm-thần người nâng-đỡ sự bịnh- , hoạn mình; . Nhưng ưí bị nao-sờn ai chịu sao nổi?"
"Jơhngỡm inh chơt hiôk yua kơ ih băt đĩ lu tơdrong juăt bơngai. Juđê hăm lu tơdrong sư pợjah dih băl, na ih gơh sek tơlang tơpăt tờdrong inh. Na inh apinh ih adrin mỡng ihh 'biỡ hõ.","nhứt là vì vua đã rõ mọi thóỉ-tục người. Gỉu-đa, và cũng biết sự cãi-lẫy của họ. Vậy, xin vua hãy nhịn-nhục mà nghe tôi."
Jơhngỡm inh rơih boih pofm kiỡ khôi juăt ỉh. . Ling-langdĩng truh tơtôeh.,"Tôi chuyên lòng làm theo luật-lệ. Chúa. Luôn luôn, và cho đến cuối-cùng."
Jơhngỡm iẽm 'nẽ pă arăng thoi tơ. Mêriba. . Thoi lăm năr tơMasa lãm char ’blach.,"Chớ cứng lòng như tại. Mê-ri-ba,. Như nhằm ngày. Ma-sa trong đổng vắng/"
Jơhngỡm kơnẻ chă đon wă pơm kơne. . Ling-lang chá tơdrong tơhil.,"Trong lòng hắn .vẫn có sự gian-tà; Nó toan mưu ác luôn luôn,. Và gieo sự ữanh-cạnh."
Jơhngỡm lu sư ưh kợịăp păng. Kră. Yang. . Lu sư kữm ưh kơ tơpăt lãm tơdrong .( pơgờp. Kră. Yang 'Bok. Kei-Dèi tơtă.,"Vì lòng chúng nó chẳng khắng- khít cùng. Ngài,. Chúng nó cũng không trung-tín ưong sự giao-ước. Ngài."
"Jơhngỡm sư kojăp, ưh kơ hli tơrơ, truh tơ sư 'bôh lu ayăt thuơ kơ sư.","Lòng người kiên-định, chẳng sợ chi,. Cho đến khi người thấy các cừu- địch mình bị báo."
Jơhơ̆m. HĐơ̆ng.,Quả cảm
Jơk kông 'bô̆ tơ. Kuyê̆t đĭnh sô̆ 1307/QĐ-UBND ngày 12 tháng 4 năm 2017 dĭh. Chu tich. Uy 'ban nhân yân tinh (Phŭ luk 02 kem kiơ̆).,Đã công bố tại. Quyết định số 1307/QĐ-UBND ngày 12 tháng 4 năm 2017 của. Chủ tịch Ủy ban nhân dân tỉnh (Phụ lục 02 kèm theo).
Jơla păng hơ'năk hơđong kơ trong lu bơngai pơm kơnê̆. Bu wei bơhngol sư weh ataih đơ̆ng trong noh.,"Ðường kẻ quanh co thì có gai, có bẫy, ai biết giữ mình ắt sẽ tránh xa."
Jơleng geng gong ană đẽch boih bâr. Pơlao. Chuơh. Drengpơma:,"Tiếng cười trong trẻo giòn giã vang lên,. Pơlao. Chuơh. Drengnói:"
Jơleng geng gong pao hơdruh. Pơlao. Chuơh. Dreng ană đĕch boih:,Nghe. Giông hỏi vậy. Pơlao. Chuơh. Dreng phá lên cười giòn:
Jơleng geng gong pao ră dă bia. Lŭi iung ană:,Nhìn vẻ mặt ngớ ngẩn của mẹ nàng. Lŭi bỗng phá lên cười giòn giã
Jơleng gong pao ană rơhă rơhanh niang niat.,"Tiếng cười giòn giã vang lên, trông nàng thật duyên dáng dễ thương."
Jơmŏng char Êthiôpi ưh kơ gơh pơting hăm sư ôh; Kŭm ưh kơ đei layơ hơgăt 'long gĭt sư hăm maih se.,"Người ta không sánh khôn ngoan với hoàng ngọc xứ. Cút, cũng không đánh giá ngang hàng với vàng ròng."
Jơnangpơm.,Thời gian thực hiện
"Jơnay jay ĭnh dang ai, oh boih.","Thế là ta đã uống xong rồi, nàng nhé!"
Jơng (jâng) puan (puon) hlak. Yak adơi adơi mă ei kuăng?,Bốn chân cùng bước. Mà lại nhanh đều?
"Jơng ŭnh kơđeng hăm tơmam yua lăm sư, lu ŭnh kơđeng hăm đak rơmă ôliwơ tuh tơ̆k sư:","chân-đèn, đồ phụ-tùng, các đèn và dầu thắp đèn;"
"Jơră dêh tơdrong dân sô kê hoach hoa uênh hnam năm truh xa hôi hoa lơ̆m tơdrong dân sô tơguêm. Vinh. Kim pơm păng keh kong tơdrong pơjing kinh tê văn hoa xa hôi, tuêk bơngot dơnuh đơ̆ng cham pơlei.","giảm nghèo của địa phương., xóa đói, Đẩy mạnh cơng tác. DS-KHHGĐ tiến tới xã hội hoá về cơng tác dân số giúp. Vĩnh. Kim thực hiện và hoàn thành nhiệm vụ phát triển kinh tế-văn hóa xã hội"
"Jơwa re lu sư nhơ̆m hmoi, kơtơ̆ng jơ̆p kơ hơdral dêh. Môap, nơ̆r lu sư nhơ̆m hmoi kơtơ̆ng truh tơ pơlei Êglaim, păng tơdrong ơh sơ'ngon oei truh tơ pơlei. Bêr Êlim.","Thật vậy, tiếng kêu la vọng khắp lãnh thổ. Mô-áp, tiếng rên siết vang đến tận Éc-la-gim, tiếng rên siết thấu đến tận. Bơ-e Ê-lim."
Jơ̆ng 'bang. Yêsu. Krist.,Chỉ. Chúa là Đấng đoán-xét
Jơ̆ng 'bang. Yêsu. Krist 'bâu phu jơ̆p kơ teh đak.,Từ. Trô-a đến. Ma-kê-đô-ni-a. Viết ra ngoài đề: về sứ vụ tông đồ
"Jơ̆ng bơ̆n trô̆ chơkhŏ; noh wă pơtih gia kơ jơ̆ng bơ̆n pơnam kơ nơnăm chă ră roi kơ đe tơdrong 'lơ̆ng, tơdrong hiôk.",chân đi giày là lòng hăng say loan báo tin mừng bình an;
"Jơ̆ng inh kiơ̆ jê̆ yak. Sư. Inh bơwei yak kiơ̆ trong sư, ưh kơ weh-woh.","Chân tôi bước theo vết chân. Người, tôi đã giữ đúng đường của. Người, không trệch hướng."
Jơ̆ng juă trŏpôm kơmơ̆l.,Rŏi đạp nhẹ bàn chân phía trước
Jơ̆ng kông mă ai đe pơđei xong xa.,Nhìn lên trên kia là dòng thác ầm ầm đổ suốt đêm ngày.
Jơ̆ng kơđeng maih.,Chân-đèn
"Jơ̆ng lu sư 'bot chơkhŏ so, sĭt klĕp hrŭk ao so hiah hiot, đĭ-đăng tơmam sa lu sư đĭ kro krĕnh đĭ phơ̆k,.","dưới chân mang giày cũ vá, và trên mình quần áo cũ mòn; hết thảy bánh về lương bị họ đều khô và miếng vụn."
"Jơ̆ng lu sư kơdâu năm wă pơm tơdrong kơnê̆ hăt hot pơlôch bơngai ưh kơ đei tơdrong yoch; đon lu sư tơchĕng jơ̆ hơlĕnh pơdăr, lu sư ba tơdrong pơrăm păng pơchah pơchek đĭ rok trong gơlong lu sư yak.",Chân chúng nhanh nhẹn chạy theo điều ác; Chúng lẹ làng làm đổ máu vô tội; Suy nghĩ của chúng là những ý tưởng gian tà; Đường chúng đi qua để lại hủy phá và điêu linh.
"Jơ̆ng sư hơdah 'brŭng dreng thoi mam ngơr đe 'buh tơ ŭnh, 'bơ̆r sư pơma mơ̆ng thoi jơwa đak chơ̆kơi.",chân. Người giống như đồng đỏ được tôi luyện trong lò; và tiếng. Người như tiếng nước lũ.
"Jơ̆ng sư thoi jrăng tơmo kok gĭt, Đe pơdơ̆ng kơpal hơnă maih. Đe lăng sư hơbŏ thoi kong char. Liban, 'lơ̆ng hơiă thoi 'long. Hơngo bri.","Hai chân người giống trụ cẩm_x0002_thạch ưắng, Để trên táng vàng ròng; Tướng-mạo người tợ như núi. Li_x0002_ban, xinh-tot như cây hương_x0002_nam,"
Jơ̆ng yak bô̆k pôm pơlă.,Nàng cất bước nhón gót chân sau
"Jơ̆p kơ teh âu jing juơ, đĭ kon pơlei lăm dêh char âu gô bơ̆jang kơ pơtao. Babilôn lăm tơpơh-jĭt sơnăm.","Cả xứ này sẽ trở thành một chốn điêu tàn và một nơi hoang phế, và các dân ấy sẽ thần phục vua. Ba-by-lôn bảy mươi năm"
Jơ̆p kơ teh đak năm ư-ang kơ 'Bok. Kei-Dei tơ noh.,Thiên hạ sẽ đem tới đó kho tàng vinh quang và sự giàu sang của các dân ngoại.
"Jơ̆p lăm thŭng atâu đe lôch păng rơnok kơting, đĭ-đăng chŭn dĭng truh tơ thong đak. Kidrôn păng truh tơ mum 'Măng. Jang. Aseh gah hơlĕch, dôm lu 'noh gô klah 'măn lê̆ pha 'lơ̆ng rơgoh ăn kơ. Kră. Yang păng pơlei oei oei ling-lang ưh kơ đei bu buch lê̆ păng pơrăm dơ̆ng.","Toàn thể thung lũng dành để chôn các tử thi và đổ tro hỏa táng, tất cả các cánh đồng chạy dài đến. Khe. Kít-rôn, đến góc của. Cổng. Ngựa về hướng đông, sẽ được biệt riêng ra thánh cho. CHÚA. Thành ấy sẽ không bao giờ bị nhổ lên hay bị lật đổ nữa."
"Jơ̆p-jang kơ teh đak oei pơdơh hiôk-hian, lu sư hơri chơt hiôk.","Toàn cõi đất nghỉ ngơi yên hàn, người người reo vui hớn hở."
Jề hnam bơih inh khan:,"Gần tới nhà, tôi nói:"
"Jễ 'long pơglang đe pơng. Yêsu 'noh đei mẽ. Sư, duch. Sư,. Mari akăn. Klôpas păng. Mari. Pơlei. Mađơla.","Tại một bên thập-tự-giá cda Đức. Chúá. Jesus, có mẹ. Ngài đứng đó, với chị mẹ. Ngài là. Ma-ri vợ. Cơ- lê-ô-ba, và. Ma-ri. Ma-đơ-len nữa"
Jễ ani tống inh hơbẽch biỡ hơwơi hơwai inh rõ rôp bơm hloi ti duch ei.,Gần tới mức giá tôi mạnh dạn nhoài ra có thể nắm được tay cô
Jồ boih bok.,Đúng vậy ông ạ
Jờ lơlei kơna brei mơsờ lăm to inh kữ kơmă tơchẽng đon ngíl ngũl.,Ây thế mà lúc nào tôi cũng canh cánh nghi ngờ
"Jờ đờng kơkă sa phe adrih, pơm liơh hơdoi kơ boh kơna tơgủm kơ inh phyêng praih.","Chính. VI món gạo nhai sông, có kèm theo vài hạt muôi đã giúp tôi tỉnh người"
Jờng kữ nơnăm đẽch.,Chân cứ mạnh dạn bước
"JỠ1 jăi iũ jỡng pă gơh yak, iũ klak pă gơh tah pơdrăn lũ bă chăpăn hmỗn mĩnh hơnih.",Cha nghĩ mình cũng cỏn sổng được mấy năm nữa
"Jỡ lăp mơlâu kơ đe mơlâu kơ tơring torang, e dah lễ lăi đẽch!","Đẻ khắp mọi miền thiên hạ nghe đến là mắc cờ lắm, em hãy thôi!"
Jỡ mah đe dĩ rôp bơih pơm hmốTL hmăi kơ hoay pơm dang kơ oei hơnỡng tơdrăng bỡn ưh kơ đei thoi anoh.,Bị đốỉ phương bắt được mà còn cam tâm làm kẻ hàng binh. Quân ta không có chuyện ấy
Jỡ suai tơpă.,Đúng là say rượu.
"Jỡ tơdrong anoh bơih mă kon pơlei hơnỡng honong băt kơ dih akâu oei lăm kăp chơkep, bơnă.","Chính vì vậy mà dân trong ấp luôn luôn coi mình đang ở trong kìm kẹp, ngục tù."
Jỡng kũ’m băt kơ chop pơlôch đe.,Chúng nó có chân nhẹ-nhàng đặng làm cho đổ máu.
Jỡng sư jur truh tơ tơdrong.lôch. Yak nơnăm sư kiở trong pơlei lôch.,Chân nó xuống chốn chết; Bước nó đụng đến Âm-phu..
"Jỡng, kỡl đĩ hiong. Oẽi hơlõng păng ti. Bỗk tơyơ duh truh?","Chân, tay Đi đâu cũng tới?, đầu mất cả. Còn lại cổ"
"K10iinh, ưh kơ đei oei hnam ôh, sư năm tơ ataih.boih.","Vì chồng tôi không có ở nhà,. Người ưẩy đi xa-xôi lắm,"
"K<ychdp jdng aseh go pojua pefram pcflei ih;.lu stf go pcfloch kon pcflei ih ham dao, ham lu jrang kojap ih go prtfk'pak tor teh.'.","Nó cho vó ngựa giẫm nát mọi đường phố của ngươi, dân của ngươi, nó dùng gươm sát hại; các bia đá oai hùng của ngươi, nó quăng xuống đất."
"KM, tỡng nhi pơngot, nhi năm mõm tơ mẽ nhi bre.","Không sao, nếu có đói anh em tôi tự đi bú mẹ."
"KOdau lech be dong deh char. Babilon, rim ’nu athei kO’dau wa pokiaih to’drong arih kodih akau. ’Ne ko loch ram oh yua ko tOdrong yoch lu stf. . Yua kef tro boih nar. Kra. Yang pefm tOwih,. Stf go pom towih tro thoi de noh pom boih.","Hãy trốn khỏi. Ba-by-lon, ai nấy liệu mà thoát thân, kẻo các ngươi phải tiêu vong vì tội ác của nó. Vì đối với Ðức. Chúa, đây là thời báo oán, thời giáng cho nó phần phạt nó đáng chịu."
KOpIah sif tdk pom potao sif 'nao mojit-todrau sonam pang sif pogdr pod3m-jit 'bar son3m lam polei. Jerusalem.,"Ông lên ngôi vua khi được mười sáu tuổi, và trị vì năm mươi hai năm ở. Giê-ru-sa-lem"
"KOplah. SO nam kid ter jih dak dost. Galile. SO 'boh bre. Simon pang oh sO. Andre oei traih jal cha ka to dak dost, yua ko bre sO bongai juat ko cha ka ling-lang.","Người đang đi dọc theo biển hồ. Ga-li-lê, thì thấy ông. Si-môn với người anh là ông. An-rê, đang quăng lưới xuống biển, vì họ làm nghề đánh cá."
KOplah. SO oei botho dei lu 'bok soi tih pang lu de kra sek toiang nam jet. Yesu thoi au: “Bu an ko. Ih popuh de mOdro dOng hnam akum au pang chd botho de lam hnam akum au mon?”.,"các thượng tế và kỳ mục trong dân đến gần. Người và hỏi: ""Ông lấy quyền nào mà làm các điều ấy? Ai đã cho ông quyền ấy? """
KOplah ei dei minh 'nu bongai yang kone mot kuYn mot to hnam ei.,"Lập tức, trong hội đường của họ, có một người bị thần ô uế nhập,"
"KOplah ei, duch.noh roi an ko. Elise bongai ma. Kra. Yang. Bok. Kei-Dei yua, na. Elise khan ko lu stf.",Bà đến trình cho người của. Thiên. Chúa biết. Ông nói:
"KOplah ih cho tomam rok dak dost sd. Ih pom ko lo kon polei hiok jonap. KO tomam lo mah rokah rokai, ih pom an modrong ko lu potao lam teh dak.","Trước kia, khi ngươi dùng đường biển đưa hàng đi khắp chốn, bao dân nước đã được mãn nguyện; vì lắm của lại nhiều hàng, ngươi đã làm giàu cho vua chúa trên mặt đất."
"KOplah nhdm hmoi-’mem ko’eng lu sif hmoi jo sO'ngon ko ih, hmoi thoi au:. Bu dei todrong truh thoi polei. Tiro, moch hiong biong lam dak dosi?","Họ cất lên một khúc ai ca, khóc thương ngươi, não nùng ai oán: ""Nào ai giống như. Tia, lặng lẽ chìm sâu trong biển cả."
KOplah noh. Joram pang dl-dang linh. IsOrael oei wa gan blah polao. Hasael potao de. Aram to. Polei. Ramot. Galaat.,"Lúc đó, vua. Giô-ram và toàn thể Ít-ra-en đang bảo vệ. Ra-mốt. Ga-la-át chống lại vua. A-ram là. Kha-da-ên"
"KOplah noh. Yesu truh dong. Polei. Nasaret deh. Galile, na. Yohan pom 'batem ko’. SO lam dak krong. Jordan.","Hồi ấy, Đức. Giê-su từ. Na-da-rét miền. Ga-li-lê đến, và được ông. Gio-an làm phép rửa dưới sông. Gio-đan."
"KOplah noh lu sif go bat inh boih. Kra. Yang ’Bok. Kei-Dei lu sif oei hodai ham lu sif, pang lu sif adrech adrung. IsOrael jing kon polei po’la. Inh,. Kra. Yang khan.","Bấy giờ, chúng sẽ nhận biết chính. Ta là Ðức. Chúa,. Thiên. Chúa của chúng. Ta ở với chúng, còn chúng, nhà Ít-ra-en, chúng là dân của. Ta, - sấm ngôn của Ðức. Chúa là. Chúa. Thượng."
"KOplah noh mon dei lo lu bongai lui achang le. Inh, lu sif hil areh ko lu bol mA oei lui ko. Inh, lu sif rop lu bol ma oei lui ko. Inh noh, an ko lu bol sif ma ifh ko lui tah to lAm hnam phak.",Bấy giờ sẽ có nhiều người vấp ngã.
"KOplahei konh dei 'bar ’nu bongai dro-nglo jang to mir, linh jang 'long idk anhdk minh 'nu md lui, minh 'nu tfh ko lui le to noh.","hai người đàn bà đang kéo cối xay,"
Ka de tfh stf tuk.,Các thiên thần sẽ xuất hiện và tách biệt kẻ xấu ra khỏi hàng ngũ người công chính
"Ka dei bià, inh blëk dêh de tnh ka inh dak tangiët gagük dông talôp tih bënh ka mat inh.","Thoáng cái, tôi sặc sụa vì người ta đổ nước lạnh ồns ộc từ quả bầu rất to vào mặt tôi."
Ka dei ya minh anu bu bia ko. Boh bai rerpong ani brih brih pom mat bep bep ka bar uit uit pom kieng dech baih.,"Vả, nhìn lại cá lóc kia con mắt cứ nhắm mờ nhấm mờ, rồi há miệng mếu máo, xong cứ vây vẫy cái đuôi chẳng làm được gì nừa."
Ka ei rơmỡn rơmang hrăn anul kơ inh păns inh tơro akàu lăm đak angam blơch.,Con cá mềm mại đùa giỡn với tôi và tôi trườn mình trong làn nước ngọt lịm.
Ka glơi ala đak.,Cá bơi dưới nước
Ka glơi hơ la đak.,Cá bơi dưới nước
Ka glơi lăm đak.,Cá bơi dưới nước
Ka glơi lơm đak.,Cá bơi dưới nước
Ka glơi tur đak.,Cá bơi dưới nước
Ka glơi tơđak.,Cá bơi dưới nước
Ka glơi tơđŭ đak.,Cá bơi dưới nước
Ka lcnn kơ đak ưh kơ đẽi kơting?,Cả trong nước không xươììg?
"Ka lăm đak krong. Nil gô lôch păng đak.krong gô 'bâu ôm, bơngai Êyiptơ ưh kơ pỡn nhã đak noh.","Cá dưới sông sẽ chết, sông sẽ ra hôi thối, và người. Ai-cập sẽ không thể uống nước sông được nữa."""
"Ka lăm đak krong. Nil lôch đĩ-đăng, đak krong jing 'bâu ôm, lu bơngai Êyiptơ ưh kơ gơh nhă; đei pham tơ jởp-jang kơ đak lăm dêh Êyiptơ hloi.","Cá dưới sông bị chết, sông ra hôi thối, và người. Ai-cập không thể uống nước sông được nữa; trong cả nước. Ai-cập, chỗ nào cũng có máu."
"Ka păng kơtam lei ưh gơh kơpơma hơlâu, mălei lăm pũng lũns thons đak anu ưh kơjor kơ đei pơsâu.","Cá và cua thì không thể nói trước, nhưng ở chỗ hõm suối này không thể không có ốc."
Ka thu.,Cá thu
Ka ưh kơ đẽi kơting?,Cá không có xương?
"Kabat ka bre. Lung, lang de dong loch hangdt ani ko.","Họ không biết hai cô. Lung,. Lang bị người khác đánh đập chết ngắc hồi nào."
Kai kăch.,Cải cách
"Kain tơl. Kră. Yang thoi âu: “Tơdrong phak inh trăp dêh, pu ưh kơ ke. Au, năr 'nau,. Ih pơpuh inh ddng teh au, inh weh dong muh mat. Ih, go thong mang huang jdp kơ teh dak, đỡng noh dah dei bu tơ 'bơp inh, sư gô pơlôch inh.”.","Ca-in thưa với Ðức. Chúa: ""Hình phạt dành cho con quá nặng không thể mang nổi. Ðây, hôm nay. Ngài xua đuổi con khỏi mặt đất. Con sẽ phải trốn tránh để khỏi giáp mặt. Ngài, sẽ phải lang thang phiêu bạt trên mặt đất, và bất cứ ai gặp con sẽ giết con."""
"Kain,. Gibêah păng. Thimna; đĭ-đăng mơjĭt tŏ pơlei tih hăm pơlei iĕ lu sư.","Ca-in,. Ghi-bê-a, và. Thim-na: hết thảy mười thành với các làng của nó;"
Kainan kon Ênot. Ênot kon. Set. Set kon. Ađam. Ađam kon 'Bok. Kei-Dei.,"Kên-nan con. E-nốt,. E-nốt con. Sết,. Sết con. A-đam và. A-đam là con. Thiên. Chúa."
"Kaiphe âu boih bơngai mà đêl khan kơ lu bơngai. Juđê thoi âu: “Minh 'nu bơngai lôch tang lu bơngai. Juđê bồn, thoi noh trõ.”Pêưôs sơĩigah tơdrong lui sư.","vả,. Cai-phe là người đã bàn với dân. Giu-đa rằng:. Thà một người chết vì dân thl ích hơn."
"Kalep khan:. Bu năm blah iŏk đei. Kirat. Sêpher, na gô ăn sư oei kơ kon adruh inh. Aksa.","Ca-lép bèn nói:. Ai hãm đánh. Ki-ri-át-Sê-phe, và chiếm lấy nó, thì ta sẽ gả con gái ta là Ạc-sa cho người ấy làm vợ."
"Kalep khan:. Inh gô ăn kon drŏ-kăn inh. Aksa, pơm akăn bơngai bu kĕ blah iŏk đei pơlei. Kiriat. Sêpher.","Ca-lép nói rằng:. Ta sẽ gả con gái ta là Ạc-sa, làm vợ cho người nào đánh và chiếm lấy. Ki-ri-át-Sê-phe."
Kalep kon drŏ-nglo. Jêphunê đơ̆ng adrĕch. Juda;.,"về chi-phái. Giu-đa,. Ca-lép, con trai của. Giê-phu-nê;"
Kalep kon drỗ-nglo. Hêsrôn.,"Ông. Ca-lếp, con ông. Khét-rôn, cùng vợ là bà. A-du-va sinh ra ông. Giơ-ri-ốt"
Kalep oei kơ. Asuba păng. Jêriôt kon bre sư noh.,Ðây là các con của bà
"Kalep pơm ăn kơlu kon pơlei oei hreh 'bơ̆t anăp. Môis, na sư khan:. Lu bơ̆n athei năm tŏk blah iŏk oei hloi lăm char noh, gô jei lu bơ̆n.","Ca-lép bèn làm cho dân-sự, đương lằm-bằm cùng. Môi-se nín-lặng đi, mà nói rằng:. Chúng ta hãy đi lên và chiếm xứ đi, vì chúng ta thắng hơn được."
Kam ơn nă.,Cám ơn bác.
Kam ơn nă. Ăn nhơn et đak minh 'biê̆.,Cám ơn bác. Cho chúng tôi xin ít nước.
Kam ơn.,Cảm ơn.
Kana de khan:,Người ta có câu nói:
Kana iëm dah jur hum ta ei kang chat loi!,Các em mau xuống đó mà tắm!
"Kana lu mong, lu kuan nàm dih bë!",Cho nên các quan to quan lớn phải đi đón họ ngay!
"Kana, nhi giong chà ih pinh ih ya manat ko nhi dông nhi bia lei lah adôi ah.","Hôm nay, anh em tôi đến đây nhờ em rể giúp cho chúng tôi việc này cho xong, em bạn ơi."
"Kanaan pojing. Siđôn, kon drỗ- nglo kơdră sư păng. Hêt.","Ca-na-an sinh ra. Xi-đôn, là con đầu lòng, rồi sinh. Khết,"
Kang bơsuh kang roi gơhret đẽch.,Càng cố giật lại càng siết chặt.
"Kang kơ inh dờng pă pơma bơih, yă kiơ kữm kơlah.","Còn tôi thì khỏi nói, cái gì cũng lạ."
Kang sa kang hkẽ (hơkẽ).,Càng ăn càng gầy?
Kang sa kang trõk. Gõk đẽch anoh khĩ?,Càng ăn càng bứu. Ngừng ăn không thôi?
"Kanâl kanâi jri dơ̆ng, dăm ah, jih pơlei de.",Mọi sự không còn nguyên vẹn như trước kia.
"Kapbôn,. Lahmas,. Kitlis,.","Cáp-bôn,. Lách-ma,. Kít-lít,"
Kariat. Baal wă khan. Kiriat. Jearim păng. Rapba; đĭ-đăng 'bar tŏ pơlei tih hăm pơlei iĕ lu sư.,"Ki-ri-át-Ba-anh, tức là. Ki-ri-át-Giê-a-rim, và. Ráp-ba: hết thảy hai thành với các làng của nó;"
"Kasa ma âu, ah măt anăr wă hoăng âu kanh.","Ngay trong buổi chiều nay, khi mặt trời buông, màn đêm xuống..."
Katông nar drôkàn hiëk pàng katông daung bôr drônglo.,Có tiếng cười của phụ nữ và tiếng hát trầm của đàn ông.
