Bahnaric,Vietnamese
Bu ai?,Là ai
"Yua kơ dang ei iĕm ưh pă oei lăm măng mu thoi lu bơngai noh boih, iĕm oei lăm hơdah. Kră. Yang. Yêsu. Krist pơchrang ăn. Thoi noh na iĕm athei oei kiơ̆ kơ tơdrong hơdah. Sư noh.","Xưa anh em là bóng tối, nhưng bây giờ, trong. Chúa, anh em lại là ánh sáng. Vậy anh em hãy ăn ở như con cái ánh sáng;"
Đak krong wang tap ti bẽ! . Kông groi ktfmwang hơri chơt hiôk bẽ'bỡt anăp. Kră. Yang!,"Nguyện các sông vỗ tay,. Núi-non cùng nhau hát vui-mừng trước mặt Đức. Giê-hô-va!"
"Akăn. Samsơn nhơ̆m 'bơ̆t sư, khan:. Ih areh kơ inh, ih ưh kơ đei 'mêm kơ inh ôh. Ih pơpơn kon pơlei pơla inh athei ăn, mă ih ưh kơ đei roi tơlang kơ inh tơlang liơ,. Samsơn tơl: 'Nhŏ kơ mĕ 'bă inh, inh kư̆m ưh kơ roi 'mơ̆i lei liơ inh athei roi kơ ih?","Vợ. Sam-sôn khóc trước mặt người, mà rằng:. Quả thật chàng ghét tôi, chẳng thương tôi chút nào:. Chàng đã ra một câu đố cho người dân sự tôi, mà không có giải nghĩa cho tôi. Người đáp:. Kìa, ta không giải nghĩa cho cha mẹ ta thay, mà ta lại phải giải nghĩa cho nàng sao?"
"Đe mơmơnh rĩm po, đe jơ jõk rĩm anu khan ling lang:",Pữ. Pimg
"ĭnh kăl kơ đon bơnôh kon bơngai alâng, nơ̆r 'bơ̆r pơma xa hlôh wao, akâu guăngrô̆ gơh pơjingpơtoi hơđrĕch hơdrung.","Cái mà con cần, con quý đó là một người tốt bụng, ăn nói chững chạc, gương mặt sáng sủa thì mới nối dõi tốt được."
"Kra. Yang khan thoi au: “ifh kơ tro oh, dah bu pơloch ih de go potn 'mong plơ kơ. Sư tơpơh wdrt.”.","Ðức. Chúa phán với ông: ""Không đâu! Bất cứ ai giết. Ca-in sẽ bị trả thù gấp bảy."""
Na lăp lu bơngai \Juđê năm truh tơ âu inh wă sek tơlang tơdrong sư âu hloi. Na năr dơning dỡng inh năm hloi tợ hnam sek tơlang hăm athei lu linh chông ba. Pôl tơ lăm ei.,"Họ bèn đến đây, thì vừa ngày sau, tôi ra ngồi nơi tòa- án, không trễ-nải mà truyền dẫn người ấy đến."
"ma trd mdn, bongai 'noh goh pom tih lam. Iti bongai lui.",Đức công chính của người môn đệ
"Lu sư iŏk boih teh đak âu jang sa mă-lei ưh kơ chu kiơ̆ nơ̆r. Ih, ưh kơ arih kiơ̆ tơdrong juăt. Ih păng ưh kơ pơm dôm tơdrong kiơ mă. Ih đei bơtho tơtă wă kơ pơm. Yua kơ thoi noh na. Ih đei ăn tơdrong gleh âu truh tơ lu sư.","Họ đã vào và chiếm lấy xứ ấy, nhưng họ chẳng vâng theo tiếng. Ngài, hay đi theo luật pháp. Ngài. Họ chẳng làm theo những điều. Ngài dạy bảo họ phải làm. Vì thế. Ngài đã cho tai họa này xảy đến trên họ"
"Bơ̆n 'nĕ pơm pơhloh kơ. Kră. Yang thoi lu yă 'bok bơ̆n mơ'nah sơ̆, na 'Bok. Kei-Dei pơrăm lu sư ăn kơ 'bih choh pơlôch.","Ta đừng thử thách. Chúa, như một số trong nhóm họ đã thử thách. Người và đã bị rắn cắn chết."
"Lăm năr noh, đei minh 'nu đĭch đam. Sôl oei tơ noh mơ̆n, đe gơ̆t lê̆ sư lăm hnam akŭm 'bơ̆t anăp. Kră. Yang, anăn sư Đôe bơngai. Eđôm, pơgơ̆r lu bơngai wei triu. Sôl.","Từ đó Đa-vít đi đến. Mít-bê trong xứ. Mô-áp, và người nói cùng vua. Mô-áp rằng:. Xin cho phép cha mẹ tôi đến ở với vua cho đến chừng tôi biết điều Đức. Chúa. Trời sẽ làm cho tôi."
Na đờng noh lu bơngai lui năm truh tơ ei oei lãng tăp dăr kơ. Pôl. Pôl sư iung hloi năm mởt tơ pơlei dởng. Năr doming bre. Pôl păng 'Bamala năm tơ. Pơlei. Dibơ. Bre. Pôl păng 'Bamalĩa brõk tơ. Pơlei Ạntịôs lăm dêh char. Siri.,"Nhưng các môn-đồ đương nhóm chung-quanh người, thì người vùng đứng dậy và vào ưong thành. Bữa sau, người đi với. Ba-na-ba đến thành Đẹt-bơ. Trở về thành. An-ti-ốt"
Pơkao xen.,Hoa sen
pơm sa.,làm ăn
"Dăm. Phă. Pơnang,. Rang. Hơmơ̆l bô̆k 'buh bĕ, bơ̆ bĕ dăm!","Này. Phă. Pơnang,. Rang. Hơmơ̆l đâu đi thui heo mau lên!"
"Bongai ei to’hlau an anih sif hudng. Elise koh minh hojal 'long, hrang tokla pla sung huong noh, pom kor pla sung trod dong ko'pal dak.","Người ấy chỉ chỗ cho ông. Ông chặt một khúc gỗ, ném xuống đó và làm cho lưỡi rìu bằng sắt nổi lên."
Mã-lei. Kră. Yang khan kơ 'bă inh. Dawit: “.,Nhưng Ðức. Chúa lại phán với Ða-vít thân phụ ta:
"Dei bongai nam trong 'noh 'boh akau bongai loch pang dam-brang ddng 'bdt cheng, na nam roi an tom todrong ko lu bongai oei lam pOiei bok ma khan le adrol kra 'noh oei.","Chợt có mấy người đi qua, thấy xác chết bỏ giữa đường và con sư tử đứng bên, thì vào kể lại trong thành, nơi vị ngôn sứ già cư ngụ."
kông.,số
Sôlômôn tơl. Kră. Yang 'Bok. Kei-Dei khan: ‘Ih đei tơbôh boih tơdrong 'mêm tih kơ 'bă inh Đawit păng kữm ăn kơ inh pơm pơtao pơtrơp sư.,"Vua. Sa-lô-môn thưa với. Thiên. Chúa: ""Chính. Ngài đã lấy lòng nhân hậu lớn lao mà xử với vua Ða-vít thân phụ con và đặt con lên ngôi kế vị người"
Yesu khan ddng:,Nếu các ông hiểu được ý nghĩa của câu này:
"Lĩng! Hỗ lah ơ ling! Xang đunh hơnăm e xang răm, e tơklah dỡng nhôn.",Mình ơi
"Koplah stf oei ptfma, bltf ktf. Jonathan kon ’bok soi. Abiathar truh, na. Adonija khan: “Mort ttf au bd, ih boih minh 'nu btfngai de ptfyom sit, rd lang ih ba to’drong .'nao 'Idng.”.","Ðức vua đã sai tư tế. Xa-đốc, ngôn sứ. Na-than, ông. Bơ-na-gia-hu con ông. Giơ- hô-gia-đa, quân. Cơ-rê-thi và. Pơ-lê-thi cùng đi với ông; họ để ông cỡi con la cái của đức vua."
Bơngai dơnuh apinh tơdrong mơnat; . Lu bơngai‘ mơdrõng hoYàk tơnat tơl tơwih.,Người nghèo dùng lời cầu-xin; Còn kẻ giàu đáp lại cách xẳng- xớm.
"Lam ch51. Jotham po’gdY, stf dei porn 'm5ng jang gah kopdng. Hnam akum korkuh kor. Kr5. Yang.",Chính vua đã xây. Cửa. Trên của. Nhà Ðức. Chúa
"Âu, inh wă wih tơ hnam iõk bre bia. Phu, bia. Man pơm kơdiõng kơnglo hiôk dang kiơ, mơl mang, ô mẽ ôi yôi….","Đây, ta sẽ về làng mà lấy bia. Phu, bia. Man làm vợ thành chồng sướng ơi là sướng biết dường nào, ô mẹ ôi yôi..."
"klaih kơ noh ih pơlôch triu tơno noh, iŏk pham sư tơtraih tăp dăr kơ chơnang soi 'noh.","rồi giết chiên đực đó, lấy huyết mà rưới khắp chung-quanh trên bàn-thờ."
"“'Nâu. Kră. Yang khan:. Tơdah tơdrong. Inh pơgơ̆p kơ'năr dah kơmăng, gơh pơrăm dĭng mah 'năr păng măng pă đei truh thoi đêl pơkă.","CHÚA phán thế này, “Nếu các ngươi có thể phá bỏ được giao ước của. Ta với ngày và giao ước của. Ta với đêm, đến nỗi ngày và đêm không đến đúng kỳ của chúng nữa"
"Lu stf nam to deh char. Ophir, lu sif cha chep ba puan-hreng ’bar-jit talang maihc doYig deh char ’noh nam an ko pOtao. Sdlomon.","Họ đi Ô-phia, mang vàng về và nộp cho vua. Sa-lô-môn, tất cả là mười hai tấn."
Tôm tơdrong lẽch dỡng. Se Đak hoh.,"Điều dó là. Se Đak nói xấu, bày đặt"
"Nathan tori potao khan:.“Pom be kitf ktf jorhngom ih ttfeheng, yua kor. Kra. Yang oeihodai ih.”.","Ông. Na-than thưa với vua: ""Tất cả những gì ngài ấp ủ trong lòng, xin ngài cứ đi mà thực hiện, vì Ðức. Chúa ở với ngài."""
Thoi noh na lu sư ư-ang 'Bok. Kei-Dei ăn kơ inh lui kơ. Sư.,và vì tôi họ tôn vinh. Thiên. Chúa.
"Mă-lei, dang ei apinh. Ih mơnat ăn tơdrong yoch lu sư. Dah ưh, apinh sŭt lê̆ bĕ anăn inh đơ̆ng lăm sơ̆p hla bơar. Ih đei chih bơih noh;.","nhưng bây giờ xin. Chúa tha tội cho họ! Bằng không, hãy xóa tên tôi khỏi sách. Ngài đã chép đi."
"Ah, hei lè bỡ sơđrờm anu lah dang ei khan kơ bôh.","ủa, lúc này thấy đúng ngay đây, mà bây giờ không thấy."
"Bơngai bu 'mêm kơ 'nhŏng oh sư, bơngai 'noh sư oei lăm tơdrong hơdah tơpă boih. Thoi noh bơ̆n băt kơ sư pơm 'lơ̆ng tơpă.","Ai yêu thương anh em mình thì ở lại trong ánh sáng, và nơi người ấy không có gì nên cớ vấp phạm."
Yă noh tơ hyong kơn.,Bà đánh rơi chiếc khăn
hĕi.,nãy
Khan: “Bẽ bỡn blah iõk teh tơmăn 'nhẽt. Kră. Yang ’Bok. Kei-Dei jing tơmam bỡn..’1.,Vì chúng nó nói rằng:. Ta hãy chiếm lấy làm của. Các nơi-ở Đức. Chúa. Trời.
hoach.,hoạch
Hăpkhan:,"Trong những ngày này, con ơi, giọng nói của con hình như còn văng vẳng đâu đây"
tơnghêt.,sốt rét
ESA 24.,Chương 24
Nuith.,Quả cảm
phôm.,rắm
tơrai.,tan
Đei iŏk tơdrong pơgơ̆p.,Môi-se trở lên núi. Si-na-i
nghiêm.,nghiệm
"Hêli măt ưh pă bang, pă 'bôh nhen, lăm minh măng ei, sư 'bĭch tơ anih sư juăt kơ 'bĭch tep.","Vả, bấy giờ. Hê-li khởi làng mắt, chẳng thấy rõ. Có ngày kia, người đương nằm tại chỗ mình quen nằm,"
Na dang ei be ba oei hefdai hiok chtft ham inh yong ih.,"Hãy vào mà hưởng niềm vui của chủ anh! """
Ahithophel poma podau hamApsalom: “Apinh ih an ko inh roih iok mojlt-'bar robau 'nu linh. Inh go lech druh 'moi. Dawit lam mang 'nau.,"A-khi-thô-phen nói với Áp-sa-lôm: ""Xin để tôi tuyển mười hai ngàn người, tôi sẽ lên đường đuổi theo Ða-vít ngay đêm nay."
"Đe anhõng oh krao tơkơi bre. Giông păng. Chuơh. Dreng et rim tơm xik, kẽ kiơ ai et xa.","Bà con gần làm thịt con trâu, con bò"
"Tơnăr hnam akũm, đe pẽng păng tơr 'lorig hơngo lom hăm maih se, chhờ rup 'lóng gol păng chhỡ rup giang tơ noh.","Phòng lớn thì vua ghép gỗ trắc, rồi dát vàng tốt và khắc trên đó những cây chà là và những tràng hoa"
Kră. Yang khan dởng kơ sư:,Ðức. Chúa phán:
"Pharaôn khan kơ. Jôsep thoi âu:. Inh đei tep apo 'bôh mă-lei ưh kơ đei bu gơh tơblang; thoi noh, inh đei kơtờng đỡng đe khan, đe đei apo 'bộh na roi kơ ih, ih đei tơblang ăn trồ 'blep.","Pha-ra-ô nói với. Giu-se: ""Ta đã chiêm bao mà không ai có thể giải thích. Ta đã nghe nói rằng ngươi chỉ cần nghe kể lại chiêm bao là giải thích được."""
"Kơplah lu sư hil blah Ịu bỡn,. Lei lu sư luăn boih lu bỡn oei arih;.","Nếu Đức. Giê-hô-va không binh vực chúng ta, Ắt chúng nó đã nuốt sống chúng ta rồi;"
"Đĩ kon pơlei plei bok. Pơlă. Jă. Jal pôm băt kơ. Giông, bôh. Giông dim rơnim, bôh. Giông đon. XỐT bốt hlòh \\ ao.","Với người trên,. Giông rất tôn kính, với người bạn bè cùng lứa tuổi,. Giông chan hòa và với kẻ dưới, chàng biết nhường nhịn"
"Athei chrek an trong ko dao nam blah polei. Rapba, bongai. Ammon, pdng minh trong nam blah deh char. Juda truh to polei. Jerusalem polei kojap.",Ngươi sẽ vạch một con đường để cho lưỡi gươm đến đánh. Ráp-ba của con cái. Am-mon và đánh xứ. Giu-đa có pháo đài tại. Giê-ru-sa-lem.
"Mă loi kẽ kơ bốt yak hrẽch tơ thong, hrẽch kơ glung lu đe nai bar pêng anu amỡi hiồng bok kră. Phỡi mălei lãp minh anu. Kon-lơkữm bơbang đẽch.","Nhất là những lúc phải qua khe, qua suôi, thay vì hai ba người cáng già. Phới thì chỉ cần một mình. Kon-lơ cũng làm được."
"Inh,. Tơ'ngla roi tơbăt bơih,. Tơ'ngla dŏng pơklaih păng bơtho tơ'bôh, ưh kơ đei yang ayơ mă hlĭch tŏk-bŏk lu iĕm.”. Kră. Yang khan: “Lu iĕm bơih bơngai pơm kơdranh gah. Inh,. Inh bơih. Kră. Yang 'Bok. Kei-Dei!","Chính. Ta đã báo cho biết, đã cứu độ và nói cho nghe, chứ giữa các ngươi, chẳng có thần lạ nào. Vậy chính các ngươi là nhân chứng của. Ta - sấm ngôn của Ðức. Chúa -, và chính. Ta là. Thiên. Chúa,"
ĩnh glơng kiỡxơnong drănglo.,Ta chỉ làm một số việc cùa người đàn ông thôi
Anŏ minh anu. Se Đak bơngai amê̆ tôm tĕch. Giông la.,Còn. Se Đak thì không tốt như thế. Se Đak là kẻ có tâm địa xấu lắm. Giông ơi.
"Thoi noh,. Isơrael oei tơ tơring. Gôsen lăm char Êyiptơ, bởịang sa tơ noh, pợịing hơlỡp rai lơ hloh.","Ông Ít-ra-en ở xứ. Ai-cập, trong đất. Gô-sen. Con cháu ông tậu đất đai ở đó làm sở hữu, họ sinh sôi nảy nở thật nhiều."
"Lu adrĕch. Rubên,. Gat păng minh puăt lăm adrĕch adrung. Manase, đei iŏk boih teh đơ̆ng. Môis đĭch đam. Kră. Yang đei asong ăn kơ lu sư, wă jang sa gah hơlĕch kơ đak. Krong. Jôrđăn.","Người. Ru-bên, người. Gát, và phân nửa chi phái. Ma-na-se đã lãnh bởi. Môi-se phần sản nghiệp mình ở bên kia sông. Giô-đanh về phía đông, y như. Môi-se, tôi tớ của Đức. Giê-hô-va, đã phát cho chúng nó;"
Bă inh năm tê̆ bri nanh oei hnam.,Cha tôi đi rừng còn tôi ở nhà
"Ah,. Diông. Sẽn. Grẽn băt bơih, e gô năng inh pơm ngôi kla tơnglõk kuõk măt e anoh kơnh.","Ôi,. Diông. Sẽn. Grẽn không ngừng, mãi đi tỉm lên núi rừng, qua sông, qua suối, đi qua xứ. Yuăn, đi khắp xứ. Jrai, đi khắp thung lũng, hố sâu, đột nhiên nghe lộp bộp rầm rầm."
'bak kơmŏng.,trắng bóc
Lu sư kữm pơyỡr tơmam soi 'buh păng tơmam soi pơyỡr hiôk- hian 'bởt anãp. Kră. Yang 'Bok. Kei-Dei;.,Rồi họ dâng lễ toàn thiêu và lễ kỳ an trước nhan. Thiên. Chúa
Se Đak iung tơl:,Se Đak đáp lại rằng: /
Kơtởng iẽr bri alêp tơalêp păr.,Tiếng gà rừng xao xác bay
Ih hâm kè bỗk mơih mai?,Con dâu có đi bộ nổi không con
"ơ pơtao. Nebukatnessar, gah tơdrong noh, ưh kơ kăl kơ nhôn roi kơ ih.",Chúng tôi không cần trả lời ngài về chuyện này.
"Đơ̆ng sơ̆ khơ̆ dang ei, lu iĕm ưh kơ đei lê̆ ôh 'nhŏng oh lu iĕm, mă-lei kư̆m oei pơm kiơ̆ dôm tơdrong jang đơ̆ng. Kră. Yang 'Bok. Kei-Dei đei pơjao kơ lu iĕm.","Trong khoảng lâu ngày nay, các ngươi không có bỏ anh em mình cho đến ngày nay, và có vâng giữ mọi điều phải vâng giữ, tức là mạng lịnh của. Giê-hô-va Đức. Chúa. Trời các ngươi."
tinh.,tỉnh
'nu.,đơn
"Bỡr inh gô hơri bơnê ư-ang kơ. Kră _. Yang; Ăn kơ đĩ lu adrẽch sẽch akar kơkuh kơ anàn ’lởng rơgoh sư, dĩng truh tơ ning-mônh hldng hloi.","Miệng tôi sẽ đồn ra sự ngợi-khen Đức. Giê-hô-va; Nguyện cả loài xác-thịt chúc-tụng danh thánh của. Ngài,. Cho đến đời đời vô-cùng."
yah irh kơnh mẽ nhi chă ưh kơ băt.,"Nhưng cũng phải chạy về báo cho mẹ biết, đương không mẹ tìm suốt"
Na iĕm gô ư-ang. Yêsu. Krist ăn kơ inh gơh năm tơ iĕm dơ̆ng.,"Như thế, trong Đức. Ki-tô. Giê-su, anh em càng có lý do để hãnh diện về tôi, khi tôi lại đến gặp anh em. Chiến đấu cho đức tin"
"Anhong. Miết jở hơnỡng kơ bơnê păng bôh đĩ lỡm tơdrong inh chă pơm sa, bốt mă sư tach inh pỡk kữm dang lẽ kơ rôp ti tơblõk nờr tơthííi liẽm hloi bơlao.","Anh. Miết luôn là người chân thành và khách quan đốĩ với các hành động của tôi, ngay cả những lần quật tôi ngã cũng như cái bắt tay hàm ý chúc mừng vừa rồi"
hơkuk.,sổ mũi
"Lu sư gô đunh dêh, dĭng mah pă băt pơm liơ; yua kơ ưh 'bôh pơtao pơih 'măng hnam, na lu sư iŏk khuă păng pơih 'măng anih noh, 'bôh yŏng lu sư lôch boih, 'bơ̆t hơnă hnam.","Chúng đợi rất lâu, đến đỗi hổ thẹn; song vì không thấy vua mở cửa phòng, bèn lấy chìa khóa và mở:. Kìa thấy chúa mình đã chết, nằm sải trên đất."
akơn.,gối lên
Srăpăl srăani prandêh.,Công nhận cung ná này mạnh gớm.
wă drong chi tra chinh sach miên yam pơxrăng phĭ păng dơ gưm jên pơxrăng đam 'bao tơ găl.,Để thực hiện chi trả chính sách miễn giảm học phí và hỗ trợ chi phí học tập đảm bảo phù hợp.
"Inh khan kơ iĕm tơpă, đe oei phak iĕm khŏm khŏm 'mơ̆i, tơ̆p iĕm chu duh tôm 'mơ̆i, na đe tơlĕch tơlăi iĕm.”.",Tôi bảo cho anh biết: anh sẽ không ra khỏi đó trước khi trả hết đồng kẽm cuối cùng.”
Diong. Sen. Gren khan.,Sen. Grẽnbảo:
khôn kheŭ.,hiền lành
"Ha e lah, chreng kotong ka bre. Gom ia,. Gom iung, go kia pheng bleikame:","Ê... kìa. Gom. Iă,. Gom lung vừa chợt nshe nhìmơ lý lẽ ấy, mả mắng chửi rằng:"
lẽm 'nẽ kơ sa toìnam đe sơmah kơ yang kơnễ yua kơ bơn rơgoh boih. Nẽ kơsa pham dôm sem bơn rong dah sem bri. Hơdrol kơ wă pơm tơmam sa bơn athei kăt dah 'bet túk lễ pham sư 'noh; păng 'nẽ ngôi pơyô kữ kă. Yah iẽm pơm kiở kợ nỡr pơkă lầm kơthơ âu lei trồ tơpă. Oei kơ iẽm mă ’lỡng.”.,"ức là anh em phải kiêng ăn của cúng thần-tượng, huyết, thú-vật chết ngột, và chớ tầ-dâm; ấy lầ mọi điều mà anh em khá kiêng-giữ lấy vậy. Kính chúc blnh-an!"
"Kră. Yang 'Bok. KeLDei pơma dỡng:. Inh boih. Kră. Yang 'Bok. Kei-Dei 'bok ih,. Krà. Yang 'Bok. Kei-Dei. Abraham,. Kră. Yang 'Bok. Kei-Dei. Isăk păng. Kră. Yang 'Bok. Kei-Dei. Jakôp. Môis đỡp măt sư hloi yua kơ sư hli ưh kơ pởn làng tơ. Kră. Yang 'Bok. Kei-Dei.","Người lại phán: ""Ta là. Thiên. Chúa của cha ngươi,. Thiên. Chúa của Áp-ra-ham,. Thiên. Chúa của. I-xa_x0002_ác,. Thiên. Chúa của. Gia-cóp."" Ông. Mô-sê che mặt đi, vì sợ nhìn phải. Thiên. Chúa"
sư ’măn 10‘drong gơh hơgei kơ bơngai tơpàt; sư boih jing khêl pẽng kơ lu bơngai yak năm tơdrong trỗ.,"Ngài dành ơn cứu-rỗi cho người ngay-thầng; . Ngài lằ thuẫn-đỡ của người lầm theo sự đoan-chính,"
Hăp tơluh krao kơwâih:,Không giấu gì các bác các cậu
Ih lăp lãng ’bôh hăm măt đèch. . Pàng gô 'bôh tơdrong poYn tơvvih kơ lu bơngai pơm kơnễ.,"Ngươi chỉn lấy mắt-mình nhìn- xem,. Và sẽ thấy sự báo-ưả cho kẻ ác."
"Hlang lăng mã mojĩt-tơhngam ưõ kơ. Hanani, du kon drõ-nglo păng 'nhõng oh sư, đĩ-đăng đei mojĩt- 'bar 'nu.","Thứ mười tám: ông. Kha-na-ni, các con ông và anh em ông là mười hai người"
"Truh 'bOt jo. Inh poka boih,. Inh g6 dei sek to’lang topat.","Khi ta đến thì-giờ đã định,. Thl sẽ đoán-xét cách ngay-thẳng."
"Na dôm lu bơngai mă sơng iŏk. Sư tơpă păng dôm lu bơngai lui kơ. Sư,. Sư ăn kơ lu bơngai 'noh jing kon 'Bok. Kei-Dei.","Còn những ai đón nhận, tức là những ai tin vào danh. Người, thì. Người cho họ quyền trở nên con. Thiên. Chúa."
"sư kữm puh tơvveh lễ lu 'bok soi jang kơ lu rup yang, mă đêl pơtao đe. Juda hlôi pơkã wà pôk lu sư soh 'long 'bàu phu tơ anih kợịung, pơm jỡp-jang kơ dêh char. Juda păng pơm tơ anih tăp dăr. Pơlei. Jerusalem, sư kữm puh tơweh lề lu 'bok soi soh 'long 'bâu phu ăn kơ yang. Baal, màt ’năr, măt khei păng đĩ-đãng lu sơnglõng kơpal plẽnh.","Vua dẹp bỏ hàng tư tế bất hợp pháp mà các vua. Giu-đa đã lập; chúng đã đốt hương trên các tế đàn ở nơi cao, trong các thành của. Giu-đa và vùng ngoại ô. Giê-ru-sa-lem; vua cũng đã dẹp bỏ những kẻ đốt hương kính thần. Ba-an, kính mặt trời, mặt trăng, các chòm sao và toàn thể thiên binh"
"Lăp wưch kơmăt, inh bôh anhong. Miết ăn phao. AR15 sư kơ. Kon-lơ.","Loáng một cái, tôi thấy anh. Miết đưa cây. AR15 của anh cho thằng. Kon-lơ"
"Dei bongai mo'nah tfh ko wa idk akan, yua ko dong to'dua kon bongai pom ko stf thoi noh.",lại có những người tự ý không kết hôn vì. Nước. Trời.
"Đe hơdruh bia. Mônh, hơdruh. Dreng. Drom,. Lom. Hơtôk păng đe kon pơlei duh truh đĩ tơnoh, đe anhõng oh đĩch dam hnam tơnõ duh truh đĩ tôm, năm đih năm xơng iõk mu anao wih dõng tơmoi.","Các nàng. Mônh, nàng. Dreng. Drom,. Lom. Hơtôk và dân làng cũng đến, các anh em giúp việc nhà cũng có mặt đông đủ ở đó, đón rước những người mới về từ làng hạ nguồn xa xôi"
Môis phak kon pơlei pơla sư.,Môi-se hành-phạt dân-sự
Inh gô ôr krao thoi kỗ bri păng ôr tơngưih pơmat-tat thoi sem bơrờm.,"tôi sẽ rên rỉ như chó sói, khóc than như đà điểu."
"Ih băt boih tơdrong 'Bok. Kei-Dei pơkă sơ̆. Sư khan: ‘'Nĕ plah klo kăn đe, 'nĕ pơlôch bơngai, 'nĕ chă tơtông mŭk tơmam đe, 'nĕ kơ pơma hơlĕnh, athei lui yom kơ mĕ 'bă.’ ”.","Hẳn ông biết các điều răn:. Chớ ngoại tình, chớ giết người, chớ trộm cắp, chớ làm chứng gian, hãy thờ cha kính mẹ.”"
Kơđơ̆p duh păxĭr.,"Vì vậy cháu sẽ nói ngay, kể thật cho bác biết rõ về tên của lũ cháu."
"Lu stf nam tok hloi kor dak. Krong. Jordan pang.ptfto’m jo borngai idk ddTig pcflei. Aide, pang minh pom podei oei lam thung, na tok tor tearing. Gat truh tor podei. Jaser.","Họ đi qua sông. Gio-đan và đóng trại ở. A-rô-e, ở phía nam của thành nằm giữa thung lũng. Gát, rồi đi về phía. Gia-de."
Sư ưh pă wêr lu yang yâ 'bok sư păng kữm ứh pă lăng lu yang mă drồ-kăn oei 'mêm. sư lăng lu yang ưh pă rơ-a kiơ; yua kơ sư pôk hơtỗk sư kcfjung hloh kơ đĩ-đăng.,"Y sẽ không coi trọng các thần của tổ tiên, cũng như thần mà nữ giới sùng mộ, cũng không coi trọng bất cứ thần nào khác, vì y tôn mình lên trên hết tất cả."
Hôi. LHPN tinh anao pơm păng. Hôi. LHPN huyn. Vinh. Thanh pơm mô hinh điêm tôjul chă yuô đô nilon jư vei môi trương dơnŏ thi trân. Vinh. Thanh.,Hội. LHPN tỉnh vừa phối hợp. Hội. LHPN huyện. Vĩnh. Thạnh tổ chức ra mắt. Mô hình điểm. Hạn chế sử dụng túi nilon bảo vệ môi trường tại. Thị trấn. Vĩnh. Thạnh
"Ih jăk lê̆ kơ nhôn, thoi yơ ĭnh gơh pră lê̆ kơ mĕĭnh.","Cha bỏ lũ con đi, đã là điều mất mát cho lũ con, chỉ cỏn mẹ thôi, nhất định con phải bảo vệ mẹ."
"Iĕm 'nĕ chă tơmam sa mă jing ôm hach. Iĕm athei adrin chă tơmam sa sot, săt 'lơ̆ng ling-lang, ưh kơ đei layơ ôm hach, wă 'me iĕm arih ling-lang. Tơmam sa ei,. Inh mă jur jing kon bơngai,. Inh asong ăn kơ lu iĕm. 'Bă. Inh 'Bok. Kei-Dei pơjao ăn kơ. Inh thoi noh păng. Sư kư̆m tơbăt ăn kơ kon bơngai tơdrong noh ră mơ̆n.”.","Các ông hãy ra công làm việc không phải vì lương thực mau hư nát, nhưng để có lương thực thường tồn đem lại phúc trường sinh, là thứ lương thực. Con. Người sẽ ban cho các ông, bởi vì chính. Con. Người là Đấng. Thiên. Chúa. Cha đã ghi dấu xác nhận."
"Sư pơgơ̆r wei-lăng đơ̆ng. Kông. Hermôn, gah tơring. Salêka păng truh tơ char. Basan, tôch truh tơ jih hơdral kon pơlei. Gêsur, kon pơlei. Makathit, minh puăt char. Gileat, hơdral char. Hesbôn pơtao. Sihôn pơgơ̆r.","Người quản hạt núi. Hẹt-môn, miền. Sanh-ca, và cả xứ. Ba-san, cho đến giới hạn dân. Ghê-su-rít và dân. Ma-ca-thít, cùng đến lối giữa xứ. Ga-la-át là giới hạn của. Si-hôn, vua. Hết-bôn."
Inh kữm hlôi đêl bơih yak thoi kơ gơng âu hơtai găn. Trường. Sơn sở.,Tôi đã có kinh nghiệm đi loại cầu này hồi vượt. Trường. Sơn
Apinh ỉh mỡng ỉu đích dam ỉh krao apinh ỉh tơ gah anih âu.,Xin. Ngài lắng nghe lời nguyện tôi tớ. Ngài dâng ở nơi đây
Na. Yêsu jet lu sư dơ̆ng: “Bĭ iĕm khan. Inh bu?”. Pêtrôs khan: “Ih 'Bok. Krist mă 'Bok. Kei-Dei wơh pơgơ̆r kon bơngai.,"Người lại hỏi: “Còn anh em, anh em bảo. Thầy là ai?” Ông. Phê-rô thưa: “Thầy là Đấng. Ki-tô của. Thiên. Chúa.”"
Lu kon pơlei pơla pơyơ̆r tơmam lơ rơkah rơkai.,Dân-sự có lòng tốt dâng lễ-vật bội-phần
"Bok. Kaiphe pơma tơdrong 'noh ưh kơ sĭ sư pơma kiơ̆ kơ đon sư tơchĕng ôh. Sơnăm noh sơ̆ sư pơm 'bok soi tơm, na 'Bok. Kei-Dei ăn kơ sư pơma khan lê̆ hơdrol gah. Yêsu wă lôch tang lu bơngai. Juđê.","Điều đó, ông không tự mình nói ra, nhưng vì ông là thượng tế năm ấy, nên đã nói tiên tri là Đức. Giê-su sắp phải chết thay cho dân,"
ră.,nhiên
Klaih kơ noh dõng po bok. Pơlă. Jă. Jal iung:,Sau đó ông. Pơlă. Jă. Jal đứng dậy nói:
"Dang,. Dẽch khan:","Dang,. Dẽch lại nói:"
Mălei jing hĩ băt bu anoh pơtẽm ding sik bốt bờr inh athei et hơdoi minh kang.,Nhưng tôi đã bị ai đó ấn cần rượu vào miệng bảo uống chung một can
