Bahnaric,Vietnamese
hơmul,cây chặt để che nắng tạm thời
pơduĭnh,quay quanh
tõxẽt xẽn,quá ít 
khla 'longchơ nă,mùa xuân
kơamon,cá lóc
tơhuch,đút cho uống
rơxue,chú tâm
chĕng,ngăn chia
hir,chịu đựng được sự xa cách giữa các người thân
hơnhong,xuôi
liah,liếm
măt mèng par,bướm bay
api`nh,hỏi xin
prao,rắn mào
ro`,diệu
pơn,băng bó
tơ'blak,loáng
pơhăk,làm ói mửa
kơlêu kơlao,mắt mở to
tơdoch,cùng uống
uênh hnam,hộ gia đình
pơ'bĕnh,làm cho đầy
anih vaih tơ wơ̆l,đơn vị đo diện tích
jĭp,vá
prăk,tã
bơdơh,ngừng lại
pơgrông,than khóc
trŏch,vót
'bŭ,chôn
rơret,rùng
dĕnh,nhanh
oĕi hnam akă,ở rể
tơngơk,đỡ ngứa đầu
kơdỡ,e lệ
kơchĕp,một nắm
chơrê,chỉ tư thế nằm ngữa
hơtu,hồn ma
kali,kali
anih kơjung,chỗ cao cấp
hro,bò
tơpôk băn,kết nghĩa cha con
drôih,đi từ sáng tinh sương
pơyua,bo ích
kơtăk,mủ cây
gre bơbi ̆ t,xe máy
hiong,hao
bơngairơgli,tài
ngô,lang
khor kơ đak,khát nước
rơnhong,tong teo
măt anăr,mặt trời 
pơyom,bắt phải để
rơot,cái cưa
tơ'ngoh,cái sọ
pơ'bloh,khổ thân tôi
chơlôih,ăn mặc sang trọng
jung kung,sân
kuweo,tên một loại xoài rừng
tơgỡng,chí cây lồ lộ
rơrĩp,hồi hộp
kơ măng,đêm
ươk,ước
u,cây dừa
thanh tra,thanh tra
bơlĭ,làm đổi công
hơdŭng,mang
ngoh ngoh,cắm cúi đi
pơge brưch,sáng ban mai
adrih (hla 'nhĕt a drih,tươi
chơgong,cái gáo
hơtai,đang thời kỳ
hơkoch,nhột
pũng,hỗn
jyăt,thợ rèn
tơhoch,tuột ra
hmoh hmĕch,ngồi chờ 
rẽ,loại đơm lớn
tơdreh,chặt bớt nhánh
tre,trà
tơ'buh,quẳng vào lửa
aroh,vội và
tơ'bet,đâm nhau
tuôt,nhị
apach,kì cọ
kơ keng hlôm pih 'bơ̆r,kèn môi
'bŏl,cả
tơ lơ̆i 'monh,dây thừng
khôn,hiền
bluh,bước
hơ'nglă,hất xuống
pơxrỡng,gây ồn ào
lêng bêng lang bang,chỉ sụp đổ từng mảng to
pơlôch,án mạng
hiêu,hiệu
chih tơroi,viết phóng sự
khơng,bơ
bơbu ̆k teh,xúc đất
ak chăk,con ác là
jơnỡn,ổn định
bơbrang,nói trôi chảy
ring răk,giúp đỡ dẫn nhau
hanăp,bệnh mày đak
ruyông,phất
kho`,hoi
'brut,chỉ con rắn uốn mình trướn đi
chrêng,ngạc
bơbĭl,con hươu
'brẽl,'brẽch
pơkă,dặn
lop,lớp
bơngai grông,người lớn
krŭi krŭi,tiếng sồn sột khi bò nhai
pơgao gŏ,đá làm chân để bắc nồi
glêng,cùm chân
sâl,bấc
ơ̆l,nài xin
lao,lào
klal,quản
krit krit,tiếng kèn kẹt khi nghiến răng
iôl,ươ trọ
gi`t,giá trị
atĕk,khổ
hơtŭn,đi thụt lùi
kơ đo nhŭng,bì lợn
'băt,mặn
chơhah,chỉ há hóc miệng
'nher,mắt híp
tơbơih,vỗ nhẹ
chuơ ̆ r,vọt
bom,một loại chiêng
bech,lẹ
chơjŏk,phiền
kŭp,lạy
rơmăi,cây me
kơlot,sầy
rơhêm,đỏ rực
prẽch,chặt phứt
tơlul,trùm kín mít 
hum đak krong,tắm sông
lĭ,lý
tơhyiu,thả trôi dòng
pơhiơ̆,giải trí
rơkiổk rơkiăk,tiếng lắc cắc của đồng xu hay cong đeo tay chạm nhau
dơla,tiếng dùng cuối câu trả lời bao hàm ý nghĩa phủ định
ha'lŏ,tuổi hoa niên
chơbơ̆u,vết thương
kŭh,khơme
pơle ̆ i anau,làng mới
tơwŏch,mó
tơhyơi,môi trề
nol,sõng
tơbinh,rối
jơgăn,ngăn phòng
hmôch,con kiến
ĭr ơ,tiếng đàn chim bay vù vù
anăr lĕch,mặt trời mọc
ưh kơ pơm,không làm
bơngai kuê̆,người lạ
teh jang xa,đất đai
kơtơ̆ng,lưới rập dơi
kơ pen hrô̆p 'năr akŏm,khố mặc ngày hội
püp,tròn trịa
gơnuang,cái vành
mai oh pôm mĕ 'bă,chị em ruột
pơver,nói bóng
tơtanh,xoắn lại
sa săi,ăn ít đg
'blơ̆t 'blơ̆t,nháy mắt
chu,sùi
tŭn,khiêng
chăm,chăm
chĭl,trả nợ
kơ'dong,bị kẹt lại
guh,hiì
dơlol hlôl,vật lớn lồi ra
chinh,chính
hnĕng,răng
tơdrong pơm lĕch,tạo ra
hnam man xi măng,nhà xây
dang hah,loại ốc rất nhỏ
pơjrah,tham lam
plaih ti,sải
giây,giây
thê trân,thế trận
pơhrui,đi săn có dẫn theo chó
'biữ 'biữ,từ từ dâng cao 
pơri,ép sát lại gần nhau
kơchen,cán cuốc
krêp,ở lì
anho`ng mai pôm b`ă me`,anh chị
tơhư,làm hư
tơjuă,đạp cho chuyện
rơgổp,hang lớn
'đon,tai
pơhơi,lơ là
blŏk blŏk,nước kêu òng ọc
hăm đunh,bao lâu
jai,gieo
tơklal,hai trán
prêh prêh,chỉ nói miệng mà chẳng làm
chơpik,cầy
rơ'nhăk rtf'nhën,nắm tay nhau
kơtrang,cái trang 
trât tư,trật tự
khoa tơ pôl,tổ trưởng
kuĕnh,con vượn
sơnăm 'nau piêu,sang năm nữa
phê̆ch,dấu phẩy
'biĕr,ăn khít với nhau
cham pơlei,địa phương
pơhau,làm nản lòng
hă,chứ
klor,cây gạo
tơhốl,ngắn cụt
jưdrơng,cái nhẫn
pơđăm,lăm
pet peu,tiếng chim hót ríu rít
pêng rơ 'bâu,ba ngàn
ôp mă goh,rửa sạch
adrĕch,dòng giống
jơk plĕnh,xanh da trời
'bai bơ tho,bài giảng
kep,cặp
dŭm,"tiếng nổ ""đùng"""
hluôi băt,rõ
tơguăt,giao ước
chă along ũnh,kiếm củi
kơglŭng kơglăng,khói nghi ngút
phich,nghị
pơxir,làm cho kín lại
kuang,háng
dŏl,chống đỡ
atŏng plĕi along,cuống quả
pơyưp,che rợp
hlalai,tràn ngập
tơbõ leh ieh,chỉ sự tiếc rẻ
ploi,vượt qua
yơ̆ng,hôm
pơblêh,hay hờn dỗi
tơhnhuơl,mắt kéo mây
lĕn,thận
pơlêh,uống rượu mừng 
rơgăk rơgong,xứng đôi vừa lứa
'bruơh,thẳng băng
hơmrơn,dịu bớt
akok,chiếc chiếu
ơp,lấy hơ
anai ei,tiếng ô chỉ không dám
tơpôch,bị trụi lông
rông jông,rông
tuanh đak,vắt nước
tơ'ro,chìa tay ra
rơhă,vui tính
tơxak,xước da dưới chân
adruh,nữ thanh niên
dăr,lúc
pơtih,pơkao
soh jrênh,hương
chơnơ̆k,cây vào
tơ'măl,thêm
mon,cậu
bram,xồm xoàm
hơbong aơ pên hnam,cái móng
tơtroi,nhiều người đi
pơngôi,dỗ bằng đồ chơi 
pơ'nghol,linh hồn
kơtul yul,chùm
rơhŏi,tĩnh
'bok y,cụ ông
huăt,quất
'nhŭm,búi tóc
rd'ding rd'dang,tiếng rầm vật lớn đổ ngã
pơdư,trốn biệt
'not,thoi
ơu,giờ
jỗ,đếm
hơ ra,vịt
hnŏn,chỉ đám người ngồi hay núp yên một chỗ
mỗ,âm
vê sinh,vệ sinh
tuh pơgang,tủ
boy,mào lông
drong găn,ghé
rơkổp,ngỗn
amoch,suốt
hrĕl hrĕl,khắng khít bên nhau
rơwel,bệt
pơgăr,làm chắc hạt
hlôl,cô̆ng
akol,sóng 
djơ,uớt
hơđăl,xắn
gai adro,góa
krit krut,dáng một vật được vẫn chuyển đi từ từ
chơgrơ chơgra,nhiều người lớn
'ngik,bọ
lip,thả cửa
'bâr,giọng
adan,mục tiên
lơm rim tơdrong,khía cạnh
brĕ pă 'bôh,biệt tăm
brêk,toé
'bloih,tụt
klit,móp méo
tê,ngựa đi nước hiệu
anih jang,nơi làm việc
achơ̆m,đụng nhau
ti ̆ nh,làm toán
gah 'năr mữt,tây
pơ'nhip pơ'nhap,làm sơ sài
'dŭm,loại thuốc lá có lá bầu
kơlŏng,bốc
chơ'bong,mỏ
bri tơdíing,rừng thưa nhiều cây nhỏ có cỏ mọc
bla kuk,giận
lekrang,trổ hoa
pơgao,qua mặt
ĭk,hung
kiŭl kiŭl,cành cây lay động
chơkông,giàu sang phú quý
td'bronh,lôm đốm
'nơ 'nơt,thong thả bước đều
'bơ'bŭl 'bơ'băl,chỉ nhiều người hay vật tập trung một chữ
kơlôm,chỉ lửa bao phủ
pơyũp,kết hợp
ao kơ jung,áo dài
mơnuih tơ oei,ngồi
tơ'dỗ,xiết cổ lẫn nhau
atăr,dây quan gùi
bơdăr,đánh lừa
pơ'nhip,chấp
gro ̆ l along,lăn cây
gruei,thỏa lòng
jay,thắng
prăl,duyên dáng
pơgap,kẹp lại
hlŭng jơma,dạ dầy nhím
pơ nŭk kơ pô,vũng trâu đầm
bơngot,đói
yêr,hiểm
lơ̆k,gợn
rơmư̆,dạ con
'blông 'blang,nước lụt tràn ngập
tơdrong kơdô̆ suang,điệu múa
chơihop,thung lũng này sâu và hẹp
hơdoh,vỗ cánh
glơgleng kơ đon,inh tai
pơkrăm,làm chim
jơ song sa,bữa ăn
dgưm,hỗ trợ
'breh,giận dữ hết sức 
phet,hiu hiu
tôm,bên trong
lơlŭk,làm ồn
khur,chui luồn
brum,nằm sấp
pơglăk pơglôn,chỉ trố mắt nhìn nhau khiếp sợ
'bông,giỏ mồm
bơmơ̆t,hướng tây
'blăng,nước
kơđôp,mớ
tơbleu,nổi mụt
anhŏ,chỉ đủ
ră rĕl,đầu bạc răng long  
kuăl,quấn
chan,nợ
bă mĕ hŏk tro,phụ huynh
@,@
rơtìi,húm chim tủm tỉm
hơmôi,rậm
bem,diều
ang moi,ráng đỏ lúc sáng sớm
klang an,củ rừng 
jĩ sơ nẽnh,đau răng
đo`k,đoc
tơpẽt,thoi bop
lĕch đơ̆ng hŏk,tan học
bơngai chơvong hơkĕ,người gầy
bra,chỉ đám đông giải tấn
tơ-uh sơhngơ̆m,hà hơi
oh dră kăn,em gái
anuh,trấu
rơkiỡk rơkiăk,bẩn thỉu và lếch thếch
tơplih,danh
ka hơ keng,cá trê
Sră tơnŏ tơnăn,Ánh nắng ấm áp
păk,bổ
biêt,bỏ vào
gôr,chim trĩ
dơmŏng,đá thường được xem như thần thành
kiôh kiôh,tiếng động đi trong rừng
năm chop,đi rón rén
kơtu`m,huyết
năm adrol,đi trước
tơluh,vội vàng
bet pam,nơm
ge go,trạng thái đi đứng chưa vững
adra,giàn bếp
kơ'mơ̆l,đông lại thành cục
rơdai,lò
hmơch hmach,vật trăng trắng
mrô,đáp
plei kenh jóng,bắp chân
lĭl,cùn đốt nát
tơrăn,yếu
'lê̆p lê̆p,nhởn nhơ
agăm anho ̆ ng oh,loạn luân
Tơng,Tổng
pơtẽng,một ngọt
chrŭp,"tiếng ""tõm"" của vật nhỏ nhảy xuống nước"
mŭk drăm so,di sản
noh hĕi,nãy
kơthong,bếp lò
jơhoi,ống nứa 
bin,bẹn
jă,giá
rơmơ̆n,yếu sức
'nguk,gật
hơwơ̆l,nhằm
del del,sắp sửa hết
da,điếm
gơxĭ,không phải
dơduei,trẻ em biết đi vững vàng
pơhiăng,làm cực lòng
rơgi,níu kéo dẫn nhau
chơđa,gang tay
along rang theng,sen
wă tep,buôn ngủ
pơliẽng,rê lúa
pơdô,an ủi
chơbre,chim sâu
lcasp,lcasp
dơngơ̆l,cây đã chặt còn để lại gốc
tơngê,lắng tại
bơgring,dìu đi
pũ,địu
h'bo,ngô
'bai,bài
tok,chiều
si so,con bọ chét
kơtonh,rau giớn
pơđep,bắt buộc
năk,gài
kô̆ng san bơngai pơm kăch mang,cộng sản
vâ̆n,vấn
pơmă,một chút xíu
kơdua,cá rói
trâ̆n,trấn
chơgơ̆ng,chỉ vật nhô ra thẳng đứng
pơxrẽng,phơi khô ráo
kơdal,mông khỉ đỏ
gơglŭng,nghe
oĕi thoi so,nguyên hình
tơhling,rót cho nhau
pheng gŭr,cục đất tròn
'buôi,buổi
bop,hóp
bơthoa,khuyên
tơdrong rơgĕi,sự thông minh
gơla,mắt mờ
lăp jơ hngâm,đồng tình
chrăm,bừa bãi
hiơ dui brai,xe đạp
prăm,bỏ mặc
suih,gầm
hơbĕn adaih,cái quần dài
'bơ'but,học đòi
jơnit,dăm bào
'nhrŏn,gọn gàng trên lưng
gre hơ xeh,xe ngựa
wă kơ anhŏng,cần anh
chŭt,lom
chop,rình
dui,kéo
hơ yuh,điện
ư ang alâng,danh tiếng
kơnhom,tập trung sức lực
tôch tăl mă pêng,tốt nghiệp
tơke`ch,kêu
pơanguaih,làm sạch
jơjũm,nén
pôk,bế
glơi đak tơxĭ,bơi biển
pơpơm tep,giả vờ ngủ
hla prit alop,lá chuối
dơ'bêl,đầy ắp
khăp,cắn chặt răng
hanăk,khí giới (dao
năm sriêp,lẩn
kruôĭ 'bŏng,bưởi
chhut tang do ̆,lau ghế
tơhlơm,thâm sũng
anhrong,đoạn cây
tơtõt,chọt cây vào nhau
tơ hơ drung,trưởng họ
đô thi,đô thị
m,m
chơgôih,chỉ người cao to
lê̆ gi,thôi được rồi
bưn,đánh vần từng chữ
hecta,ha
dơ'ngŭk dơ'ngăk,nhiều cục đá lớn hay đống lúa chất lên nhau
glang glơt,đàn tơ rưng
hơlôk,nói liệu
bioseed,bioseed
đech tơplah,chiến đấu
pơxõ,khuyên thích
kiang,gió
akơn,giở lên
kơdĕn,nút
grua,suy nhược
ttf'män,giữa phòng 
hok,cá phá nhỏ
'bĕr,bép
hpoih,đuốc
bơdrăn,đồ ăn
tơprăi,dãn ra
jük,ông cai
tơ'ngẽl tơ'ngõl,td ngak tơ ngõl
pơgot,hồi
kơwơng,công
pơm pơ trŏ,nghị quyết
ư̆ng,ứng
kơthang,thang
hơrap,xếp ngay hàng thẳng lối
tơnăl,rút
proch,phân
bătyă,biết điều
oei lơ̆m teh,ở trong
phêng,toang
chơthơr,chỉ một người nằm chết hay bất tỉnh
'dim,chưa
bơdã,bày ra
'mânh,mềm
kơtah 'măng,cảm thán chỉ sự ngạc nhiên
ba por atâu,đưa cơm nguôi chết
tơchuang,chéo
amãn tơ mam,cất của
khĕi adrol,tháng trước
pơl,hói
brũng brăng,vật nhỏ bay tản mát
pech pech,tiếng chim con kêu chíp chíp
jơmang,mào
hơdrŏng krong,bói
'mâu ôm,thối
cho,bệnh thấp khớp
kơ kuh kơ 'bă,chào bố
tơthăt,lượt
rtfwin,xanh um
bok thây bơllo,thầy giáo
tơ'nhrăng,bất động
jơliu,chỉ mới nhọn chỉa
bơngơt,chỉ cô gái đẹp
grŭp pơhrăm,nhóm học tập
tah măng,trái lại 
tơmăk,đỗ lỗi
aring,sàng
chơdrĕp,đinh ba
kưi,khểnh
'dang,ngữa
tơ'boy mă tơ'boy,xinh đẹp
bet,đâm
brư̆ brich ,xấu xí
rơ'leng,rớt xuống
blă,ràng
'bra,rực
banh,bành voi
gưgư,một loại cá có thể tấn công người
'năr tơman,hôm kìa
jơnu,nước châm
bưk,loại dây rừng được xem là có thần
ngơ̆r,chọc phá
hatŏn,cái nia
tơja tơhlăk tơhlăk,ấp úng
bơvvich,xoáy
'bơ̆l,lại
pơglơi,thả bơi
ruih,lấy ra
rơlă,tra cán
bơlê̆ têt,hay mới lòng
anăr dâng hĕi,ban chiều
khĕ khŏ,tiếng sạch cách lúc làm việc
đei đô xa ger,thức ăn viên
tăng do` hyủ hyủ,ghế mềm
tomgôi,giao họp
chĭch,giằm nát
kơmăt ka,bệnh sưng chân
napa,không đâu
kil tơkôl,chỉ có già đầu bạc
hĭnh chih,tranh
ruih rang,mửa lâm râm
kơ nê̆ dêh,ác quá
kiỡ,hoá
kơka hơdar deh,nhấp nháp
'bih ka,rắn nước
gô rắp,đón
blơng khơng,đàn bơ lơng khơng
tơhrơng,đi hàng ngang
Kŭt,Quyết
pơ ơ̆t,để nhịn đói
buh 'bum 'blang,nướng sắn
tak hơ yô,nước tiểu
bông,to
rơh,chọn
plar,tuột
ranh,căng sữa
dĭk,thịch
jru ̆ m bet pơgang,kim tiêm
hnhŭp,nghe theo
tơbrai,tan máu bầm
rơ’mui,nát bét
kơchah,dăm gỗ hay mảnh chai
giang,dời chỗ cho trâu
khang sinh,kháng sinh
ping pung,tiếng vùng vẫy trong nước
ung,gia
hê thông,hệ thống
tơhiup,biể thổi lò rèn
mŭng,quang
anol tô̆,hàn thử biểu
dang bĭch,chỉ tư thế nằm
dơgal,ghen tị
rơbõk,tơi
reng deng,tiếng làng keng
gut,bẻ
adon,buồng chuối
chơ'mok,chỉ ngồi hay đứng im thin thít
haluơk,núi dây
chep năm,tiến hành
bi ̆ ch đang,nằm ngửa
gơk,gồ
piat,banh ra
kơjăp,vững
bơdrung,chỉ ống nứa
khoa tơm jang,trưởng phòng
'long adê,vầu
al,chặt
bơ̆ jang chŭn,nghề nông
sră kang,nỏ
chĭh,ghi
kơ mlat,chớp
gơgo ̆ nh,lon ton
íik tir gring tik tir grang,tiếng cong chạm vào nhau kêu leng keng
bâk,rựa
suaih,tỉnh to
diên,diễn
chơhoih,khuya mặt hình trái xoan
hapak,cái lao bằng nứa
lơluh,quậy phá
hơmang,đĩa hay mâm gỗ
gring grơng,tiếng kéo lôi xềng xích
lui,nghe lời
dih plơh,mong muốn
kơdŏng,bẫy chuột làm bằng ống nứa đặt mồi bên trong
phar,xui xẻo
pơu brẽk,tung tàn lửa lên
hơ săi ka,câu cá
hơ yŭn jâng,nhún chân
le ̆ch blung,xuất phát
hơ lie ̆ng,lõi
hơtê,nằm mơ
rơhong,chưng cách thủy
hơchôm,quen biết
bao,cái bao
tơdrong ară,tồn dư
plăk,đúng ngay
phuăng,lẩn đi mất
jơm,lưới bắt dơi
atơ̆m,chúc dữ
kŏiĕ,chó con
tem,dân tộc chàm
hơli,ghê
pơkro,làm cho khô
tợjữm,nhanh miệng
de drok,bìm bịp
drong kơ pô,chuồng trâu
phiêng,biến mất một cách đột ngột
khĕk,gập
khôih,xa lắc xa lơ
pơ nhan pham,bát tiết
pợtrêu pơtrao,thưa
gần rơgôn,bẫy sập
plô̆i,buôn làng
haxơ̆ng,chim lượn vòng trên bầu trời
nun,trẻ đang lớn
akơ̆t,lừa bảo
bơbŏ,chỉ trăng sắp tròn
'dŭr,tùng
'mi hơ măi,mưa phùn
gră,nhiều lắm
'longtôh,dùi
hơvơ̆,mẫm
'blôk,quay lại nhìn
tơgle`ch,bong gân
kơnong,khung
rơdơ̆,êm đềm
hơdŏngtuak,bẹ dừa
rơhing,chỉ than hồng
tơplôh,mở toang
'brinh,vần
tơ'môi,giận hờn nhau
tơ'brẽt,tiến triển
mi pơ ler,mưa đá
kơ bang pơ xrăm,bàn học
'brêh,đẩm
kon tây,móng đeo ở chân chó
hawen,hay nổi nóng
akhôl,màu muối tiêu
jơjõ,là phải
pơlum,một loại nấm
kumi,khoai mì
'bôm,bom
kơnŏng,cá đá
'ngoi,ngước mắt lên
tơchêk,loại chồn lớn
wơnh sem,bệnh thần kinh
hơlă,cây thường
gơhăng,đỏ chói
ate,nấu cháo bằng bột gạo với tro
'yung,dậy
lanhư,bao giờ
kyak xơmat,quỉ
tơdỗ,trĩu xuống
chơngăm,khoai chí
oei oei,cuối tiếc
gong xeng,mũi cong như mỏ vẹt
mĕ hơ kăn,mẹ vợ
hơnăn,chính vì
hată,toàn
plư̆,xước
brưm,ten
yua,do
pơdơ̆ng jang tơm kơdi,thường trực bộ chính trị
khang,úa
cha,huống
chơchap,chỉ cá lớn lúc thúc trong giỏ hoặc nước cạn
abe ̆n,vái
wông,anôphen
jơlak,cái lạt
hôp,phủ kín
anum,gùi có nắp
kuĕk,khêu ra
dơ'ngŏl,chỉ một em bé đứng hay ngồi một mình
kiăk,đòn
chơrê chơra,nằm chết ngổn ngang
kơ'dang,bước qua
pơmot,bỏ đói
kơdrot,ong đất
'bom,bị bệnh
chhôk,khoan khoái
mơ nuih hơ xoang,diễn viên múa
hiong hiơt,thất thoát
nhâu,thuốc nhuộm màu đỏ lấy từ rễ cây
pơdăh hnam,đầu hồi nhà
hapaih,đuốc làm bằng tre chẻ
hnam chă pơyâng,nhà xí
'nŏ,mình
pơhleh hloh,đi không gặp nhau
ai brư̆,hoạ
kơnă,ngăn cản
kei,nhắm
khoan,khoản
ekledia,giáo hội
kaoxã phao,cao xạ pháo
'long tŏt,trâm
cham đă 'bŏng lŏng,sân bóng đá
tal,qui đầu
tơwih,nầy
tôk,lộp
thôp,cột hình xoăn ốc
duĭr,quẩn
pho,phó
kung kô,củng cố
jơnet,cây dẻ
bơtruh,gởi
kon minh anu,con một
ngiă,cỏ ống
kiep,chíp
dih tong ka,cái nơm
lơ̆m teh đak,toàn quốc
hla sơbe ̆ i,lá cải
kuh keh,nữ thần dựng nên trời đất
plim,bút máy
'yŏk,bớt
jat,chạp
chă ruih,soát
at kơ por,nhịn đói
pơxre,làm cho mắc nợ
hnhĕch,tâm
gro ̆ l jâng gre,lăn bánh xe
hriêng,một trăm
hơbur,bị thương
tơhmăi,chửi rủa nhau
hơdar,lò dò
pơdruh,vi chuẩn cây bệnh kiết lỵ
khep,cái kẹp để gắp sắt
tơh,đậu xanh
hiôp,nước rút nhanh
'nhriu,mù mịt
'bơ̆I angiêng,tiếng kêu
bôn kơne ti,bắp tay
teng leng,bị vào cổ
klong,củ riềng
rơjei,cỏ mật
tơhnhik,nhe răng trên mắt
nâr trŏ 'blep,ngữ pháp
bơve`nh,cái xoáy
bơngai joh suang,nghệ sĩ
ju ̆ m dar,xung quanh
bơ ngai kơnê̆,biến chất
'ier,gà
tơplu`n,béo tròn
hơchuêng,lệch
kăp hăm 'bar,cấn miệng
pơnil hnam ,vách nhà
chơdro,chỉ em bé nhe răng cười
blŏng blŏng,một ngọn lửa nhỏ leo lét từ xa
gơxeh,hơi đất
pit pơnang,chuối tiêu
pơniet,chen chúc
hyai,thướt
kroch kroch,tiếng uống nước ừng ực
tơbatnar,đám
td'bông,quây quần
dơlŏng hoi,trống hai đầu
hdiu,dàng
ttfngo,cây nhựa nhuộm vải
pơ'bel,cố cho bằng được
hatơt,đánh bằng đầu
rơbổp,ê
ngiăo ngiăo,tiếng chân xào xạc
bơxŭn,túp lều
găi,biệt
bul,bù nhìn
'muôi,rắn mối
¡ă,một ít
rơwah,kẽ hở
hơlu`k,để úp
anhơr,đờ
tơlễ,con sên
hơlap,lá sách bò
hnôi hnal,nổi lềnh bềnh trên mặt nước
tep hlơ̆k,mơ
'dôn,thêm nữa
hngôh hngah,người lớn chực chờ
'brâu,hồng hào
pơxơr,làm ghê tởm
ju`k,gương mẫu
bơla,ngà voi
gơbŏng,cây vậy
bơmeng gŏ,lọ nổi 
minh ró bô̆u,một ngàn
pơche`,bịa
chơlĕ,vỏn vẹn
kuaih,cài
ôi,quả ổi
pơ’nhô,ưu đãi
grĭ gră,mang lỉnh kỉnh đủ thứ
doon,léo
tơtey,run rẩy
tơ luek,tả người mù
gơxa,loại cây thân mềm làm trống
gơglă gơglăk,tiếng cười hớn hở
chơkŭl,có ro
pơdui,kéo co
tơmam,của cải
rơlũm,xum xuê
hơdop,tư thế nghiên trang
rơding rơdang,tiếng chân chạy rầm rầm trên sàn nhà
rtôp,vây
bri atơ̆u,nghĩa địa
tôi blôi,trôi nổi 
gĭt găl ,đặc biệt
pă pơng,nhạc cụ làm bằng ống lồ ô vỗ tay vào đầu ống để phát ra âm thanh
tơpiê,phình
hơpĭnh chă xa,ăn mày
chơngêt,xanh lục đậm
tơchũch,xịt chó
klel klel,tiếng la hét kêu cứu khi gặp bạn
b`lo`k,hững
tong tơ xi,chiếc lược
xa hôi,xã hội
trưk tiêp,trực tiếp
si`t,hiệu nghiệm
hơnhăr,hơnhăr
chơta,rối bù
'jrõk,chim bìm bịp
huĕn,ả
chơkôm,thế ngôi hai tay chống cằm
tơhrổl,khoang trắng đen
bri kông,rừng núi
fiml,phim
put,bị mắc lừa
kơmrơt,cầu vồng
pơring,vừa tầm khoảng cách bằng cầm tay nhau
bong kŏ,bướu
'bel,cố gắng làm nhưng không được
'măng,cửa ra vào
hơbơ̆u,nghìn
gôh,màu hung đỏ
'nap,nằm rạp xuống
sơđiêng đak,khe
'bang,mâm gỗ
tơhlou,trỏ
giăn,nhằn
ngao,vỏ sò
bơdê,coi khinh
pơsel yang yai,én
mơmân,ăm ắp
ha bơ̆h,há to miệng
nhot rơnhot,bay vút lên cao
phao chă hrui,súng săn
dơhiot,lôi kéo nhau đi
to ̆ k hnam hle,về nhà mới
roch,móc ruột
'ngeng 'ngong,chỉ rắn lớn bò ngoằn nghèo
'brĕl,phộng
đô dech,dụng cụ
kiăp,đúng
bơluh,trần
pơxat linh,nghĩa trang liệt sĩ
chơbrơm,râu ria xồm xoàm
gơ lŏng get chai,súc chai
chĕp hĕp,hẹp
anong,gánh
chơhmŏng,chơhmŏk
dang băng,bùa
'blang kua,cây gòn gai đỏ
hơwưch kơ̆l,trời xẫm tối
hơmuơl,mây
hapol,đo
xu,su
pah bŏng lông,chuyền bóng
chơgơi,chim chàng ràng
tơdrong thu,chất lượng
hmông hmang,lốm đốm trắng
xi măng,xi măng
along chơ choh,cái thớt
brăm,tạm
khial,nhẹ nhõm
rơ'nhet,thánh
ŭnh hnam chă đon tơ plih,kế hoạch hóa gia đình
khüch,vụn
năm ba brŏk,đưa đón
bơjỗ,cây rui (nhà
mô̆t,nhập
'bơt,hụt
ruô̆,siết
tơblơih,trượt
'năr sa mŏk,lễ mừng lúa mới
ưu,ưu
hơret kơ jăp,xiết chặt
ưh hơ nỡng,chênh lệch
tơnglổng,già làng
'yoh ai,nhục
klon,một loại rau
klĕ,ăn cắp
jỡl,kẹt
hlĕp,đáo
tang wang,nghe phong nhanh
hiŭt hiăt,di chuyển hàng hóa
jơduih,mông
grôp,ôm
hrŏk,con rận
geh goh,lật mặt linh tinh
rơ'bễ,hay khóc
bơlơh,thay
ac hăng hiơt,bỏ quên
vưng,vừng
rơkhau,ráo
hơnoh,nợ thần
tơnôih,thể địa
rơrẽk,ngón trỏ đưa lến
che dei lôn,váy ống
klĕ hơwĕ,ăn cắp vặt
sem pơsel yang yai,chim én
anhok,thắt cổ
kăp dih băl,cắn nhau
brâu,brau
chok,học
tởr,tấm ván
hơplih,thay đổi
hrơ̆i,con cò có lông màu nâu
tơng mông,ngoảnh mặt làm ngơ
tơgrỗ,trốc lên
hră dip,cung
gơ'nhơn,nhón gót
tơpăi boih,chòi đổ nát
gĕ,tập
mah,thốn
kiah kiah,tiếng chân người một soẹt
thuy san,thuỷ sản
lơlôih,táy máy
ngơnh,e ngại
dơglưm,vật nhau
bơxun,chòi trú ẩn sơ sài
sung,cái rìu
chrêng chrangỉ blư,đột nhiên
rơgẽk,có đuôi dài
jô̆  pơraih,đếm thứ tự
phu ja minh,phụ gia
pơrang,soi sáng
porting,đọ
tơgrang,nghiêng về
Kai kăch,Cải cách
‘bat,bạt
tơpleh,tách rời ra
hô̆t hla pơlô̆u,thuốc lá
ưh kơ đĭ,không hết
kup,cúi
gar,ghen tương
jơ'ngong,cao nghều
hơniê̆,độc
hnĕn hnĕn,cùng nhau khiêng
brẽl brẽỉ,theo sát giót không sa
chơkrê̆,chỉ còn để lại dấu chân
yä,tổ
rup kơlang,hình tam giác
tơbuỡn,cây cốc rừng
tơ ̆r hơbơ ̆l,ván dày
khei,đâng kon
dây,dây
pơgleh,gây mệt nhọc
